n_tasks,b,m,weight,prior_risk,prior_risk_mc_se
19,64,32,0.4577383635464886,0.9154767270929772,0.0018777619693898559
19,64,33,0.47302276830128287,0.9173774900388516,0.0018310348905974357
19,64,34,0.48840492513419975,0.9193504473114348,0.0017835290962527263
19,64,35,0.5038956551432932,0.9214091979763076,0.0017353610484410955
19,64,36,0.5194706790587478,0.9235034294377737,0.0016864706353650124
19,64,37,0.5351412091599744,0.9256496590875233,0.0016370063771314915
19,64,38,0.5509186892072808,0.9278630555069994,0.001586843756152782
19,64,39,0.566806736097894,0.9301443874426978,0.0015357657193452823
19,64,40,0.5827499599682165,0.9323999359491465,0.0014843572796554307
19,64,41,0.5988234329713514,0.9347487734186949,0.0014320344979469727
19,64,42,0.6150105656836614,0.937158957232246,0.0013789625440962193
19,64,43,0.6312782980645982,0.9395770017705647,0.0013251598823794633
19,64,44,0.6476595988793695,0.9420503256427194,0.001270518070736278
19,64,45,0.6641542941125805,0.9445749960712257,0.0012152610536514494
19,64,46,0.6807813610905336,0.9471740676042206,0.0011591389689789117
19,64,47,0.6975006292829828,0.9497880909385299,0.0011022226250710367
19,64,48,0.7143379861660255,0.9524506482213673,0.001044471676657123
19,64,49,0.7312846273384483,0.9551472683604223,0.0009860304778545896
19,64,50,0.7483579165660303,0.9578981332045189,0.0009266133160966769
19,64,51,0.7655541148694885,0.9606953598362209,0.0008663033721326645
19,64,52,0.7828628778701784,0.9635235419940659,0.000805199550641135
19,64,53,0.8002863215633335,0.9663834826425161,0.0007432582315514822
19,64,54,0.8178594217269034,0.9693148701948484,0.000680184167110258
19,64,55,0.8355497409648598,0.9722760622136549,0.0006162056464836459
19,64,56,0.8533221259597388,0.9752252868111303,0.0005517133326115153
19,64,57,0.8712489751753084,0.9782444633547321,0.00048603022594374866
19,64,58,0.889411765421853,0.9814198790861826,0.0004185522406084841
19,64,59,0.9076562974925593,0.9845763227037931,0.00035056546961945845
19,64,60,0.9258817893127588,0.9876072419336094,0.00028274394538592033
19,64,61,0.9444648467870395,0.9909139376126316,0.0002123516484529297
19,64,62,0.9636005231782723,0.9946844110227326,0.00013738583664271966
19,64,63,0.9844121399479867,1.0000377294709706,4.836877349354679e-05
30,8,1,0.12421542761894593,0.9937234209515674,0.0014691111382576783
30,8,2,0.24339325961721317,0.9735730384688527,0.0022004156014738653
30,8,3,0.3622467125516628,0.9659912334711007,0.0019578721406297863
30,8,4,0.4827531212313649,0.9655062424627298,0.0016410835723083333
30,8,5,0.6063822579516,0.9702116127225598,0.0012828240796410174
30,8,6,0.7363752289384692,0.9818336385846255,0.0008720192886284908
30,8,7,0.8747372138783793,0.9996996730038621,0.0003819614238435867
30,16,1,0.06191608700180055,0.9906573920288088,0.001572127393846024
30,16,2,0.12089013639361508,0.9671210911489206,0.002539980757992311
30,16,3,0.1787995919254277,0.953597823602281,0.0024909346430329786
30,16,4,0.23643915566133428,0.9457566226453371,0.002376021817590224
30,16,5,0.2942232744874093,0.9415144783597099,0.002236631597674918
30,16,6,0.35264930588277205,0.9403981490207254,0.0020834578645813956
30,16,7,0.41173799514438697,0.9411154174728844,0.0019188806264822894
30,16,8,0.4718502015976045,0.943700403195209,0.001745816518303171
30,16,9,0.5329813730328591,0.9475224409473051,0.0015640861962264174
30,16,10,0.5954871928716219,0.9527795085945951,0.0013717718815906038
30,16,11,0.6594200792534894,0.9591564789141666,0.00116947434367957
30,16,12,0.7245921185468499,0.9661228247291331,0.0009589796486158087
30,16,13,0.7925411053158509,0.9754352065425858,0.0007275924586672959
30,16,14,0.8601188178266695,0.9829929346590509,0.0004990959137022796
30,16,15,0.9373712655450674,0.9998626832480719,0.00019254607034224097
30,32,1,0.030941066129861305,0.9901141161555618,0.0016228862043336856
30,32,2,0.06027618946904305,0.9644190315046888,0.002707781497080699
30,32,3,0.0888788008233632,0.9480405421158742,0.00274783288919501
30,32,4,0.11709249942466478,0.9367399953973182,0.002721645177357482
30,32,5,0.1450927361668869,0.9285935114680761,0.0026725201567192568
30,32,6,0.17309565990365003,0.9231768528194668,0.002613095862763703
30,32,7,0.2010613714748291,0.9191376981706474,0.002546041369294169
30,32,8,0.22918219298155917,0.9167287719262367,0.002476402979161367
30,32,9,0.25745800577565636,0.9154062427578895,0.0024033066937694724
30,32,10,0.28592995791015385,0.9149758653124923,0.002327103444230781
30,32,11,0.3146136257458287,0.9152396385333198,0.0022498868643578435
30,32,12,0.3436177986457807,0.9163141297220818,0.0021694697896589596
30,32,13,0.3728867388678349,0.9178750495208243,0.0020867204494636237
30,32,14,0.4024898973359266,0.9199769081964037,0.0020014479610368286
30,32,15,0.4323231516591402,0.9222893902061657,0.001914152190709325
30,32,16,0.46248093074458024,0.9249618614891605,0.00182463047686452
30,32,17,0.49302386920023994,0.9280449302592751,0.0017324825957842345
30,32,18,0.5238857841303999,0.9313525051207111,0.001637746545902078
30,32,19,0.5551360752190239,0.9349660214215139,0.001540296179636036
30,32,20,0.586774125694846,0.9388386011117537,0.0014407241309810687
30,32,21,0.6188180061038054,0.9429607712057987,0.0013379786893451802
30,32,22,0.6512463526911658,0.9472674220962412,0.0012326547835128576
30,32,23,0.6841645226822727,0.9518810750362054,0.0011238351125444782
30,32,24,0.7173986469696546,0.9565315292928729,0.0010127870268182475
30,32,25,0.7512152117963493,0.9615554710993272,0.0008975013704513933
30,32,26,0.7854229782422556,0.9666744347596993,0.0007794548418011545
30,32,27,0.8200619788025821,0.9719253082104676,0.0006583464496385002
30,32,28,0.8556868768513768,0.9779278592587164,0.0005301750740625599
30,32,29,0.8910611772254324,0.9832399196970288,0.0004039743918479166
30,32,30,0.9277726365256055,0.9896241456273124,0.00026800579003394216
30,32,31,0.9686836036956301,0.9999314618793601,9.657395876735152e-05
30,64,1,0.015466524036813221,0.9898575383560462,0.0016483297972843044
30,64,2,0.03009915456764774,0.9631729461647277,0.002791128479620809
30,64,3,0.04431555232686667,0.9453984496398221,0.0028742333712088786
30,64,4,0.05827668141515217,0.9324269026424348,0.0028896355078272813
30,64,5,0.07206117717777129,0.9223830678754726,0.0028814598981166725
30,64,6,0.08577715304833414,0.9149562991822309,0.002863363981416281
30,64,7,0.09939231088090886,0.9087296994825953,0.0028376118875071935
30,64,8,0.11300698776123716,0.9040559020898973,0.0028103327091845657
30,64,9,0.12661352466246387,0.9003628420441875,0.0027804151683100227
30,64,10,0.14023206427808596,0.8974852113797502,0.002748467417804821
30,64,11,0.15386358608202677,0.8952063190227013,0.00271690730387763
30,64,12,0.16756808924500222,0.8936964759733451,0.0026835536210511822
30,64,13,0.1813095094357738,0.8926006618376556,0.002649297983254778
30,64,14,0.19512530691014487,0.8920014030178052,0.0026142254826443537
30,64,15,0.2089413738417034,0.8914831950579345,0.0025784915224877697
30,64,16,0.2228152798475245,0.891261119390098,0.002542261372024187
30,64,17,0.23677517819160665,0.8913889061331073,0.0025054400633244068
30,64,18,0.2507804902553163,0.8916639653522358,0.0024676200326933595
30,64,19,0.2648576614511548,0.8921521227828373,0.0024291897152060402
30,64,20,0.27902298027294986,0.8928735368734395,0.0023909771961366046
30,64,21,0.2932496147462252,0.8937131116075434,0.002351783916502236
30,64,22,0.3075713438781423,0.8947530003727776,0.0023120996941394154
30,64,23,0.3219669544638465,0.8959080472037466,0.0022719022655508995
30,64,24,0.33641160158156946,0.8970976042175185,0.002230958761705385
30,64,25,0.350949057176312,0.8984295863713587,0.002189502136532958
30,64,26,0.36558901798596416,0.8999114288885273,0.002147138641457569
30,64,27,0.3803161717631016,0.9014901849199446,0.0021043347639334875
30,64,28,0.3951119786392194,0.9031130940325013,0.0020611011524468564
30,64,29,0.4099829231768597,0.9047898994247938,0.0020172977486526125
30,64,30,0.4249923231592187,0.9066502894063332,0.0019727248400349027
30,64,31,0.4400929710664864,0.9085790370404881,0.0019273847894108165
30,64,32,0.45525828678468483,0.9105165735693697,0.0018816714960231153
30,64,33,0.47054222353711805,0.9125667365568351,0.0018354317220299998
30,64,34,0.485929720290243,0.9146912381933986,0.0017883166888147642
30,64,35,0.5013822043246152,0.9168131736221535,0.0017405150472760715
30,64,36,0.5169735246597266,0.9190640438395139,0.0016917724045086454
30,64,37,0.5326514898407261,0.9213431175623372,0.001642576300973735
30,64,38,0.5484505816070574,0.9237062427066229,0.0015926548884397625
30,64,39,0.564339136996436,0.9260949940454333,0.0015419889747157087
30,64,40,0.5803238620043425,0.928518179206948,0.0014906400837836505
30,64,41,0.5964205159702716,0.9309978785877409,0.0014384751869958028
30,64,42,0.6126361471210283,0.9335407956129954,0.0013856187884113448
30,64,43,0.6289594918162932,0.9361257552614598,0.0013319659933636136
30,64,44,0.6453955355368964,0.9387571425991221,0.0012775849059900506
30,64,45,0.661959688700936,0.9414537794857757,0.0012222585634687115
30,64,46,0.6786314472216967,0.9441828830910564,0.0011662019010898824
30,64,47,0.6954263482529455,0.9469635380465641,0.001109200083202531
30,64,48,0.7123342902187844,0.9497790536250457,0.0010514262514255625
30,64,49,0.7293481268876667,0.9526179616491973,0.0009928603400809592
30,64,50,0.7464993785570504,0.9555192045530244,0.0009333383567153235
30,64,51,0.7637860025953743,0.9584765522765482,0.0008728102745072434
30,64,52,0.7811684279282671,0.9614380651424828,0.0008116010236662185
30,64,53,0.7986873052917607,0.9644525950692958,0.0007494174553776358
30,64,54,0.8163696317642627,0.967549193202089,0.000686015108086578
30,64,55,0.8341820457205746,0.9706845622930325,0.0006216878829256501
30,64,56,0.8520673971150261,0.973791310988601,0.0005568867454346701
30,64,57,0.870125756394918,0.9769833054258729,0.0004907712666391976
30,64,58,0.8884327971440763,0.9803396382279462,0.0004227344050288613
30,64,59,0.9068248313382486,0.9836743933160663,0.00035418868498651794
30,64,60,0.9251933664719283,0.9868729242367237,0.00028582769365938465
30,64,61,0.9439439593845976,0.9903674327969548,0.0002147160165116005
30,64,62,0.963262415913858,0.9943353970723694,0.00013889370272772658
30,64,63,0.9843432928842185,0.9999677895966664,4.8346673886427225e-05
86,8,1,0.12393857866811005,0.9915086293448804,0.001528778474709019
86,8,2,0.2423161128038565,0.969264451215426,0.002291900926916488
86,8,3,0.36097597149243077,0.9626025906464821,0.0019983376436830233
86,8,4,0.48110794101548293,0.9622158820309659,0.0016623287146283936
86,8,5,0.6047137593869852,0.9675420150191762,0.001296338291160447
86,8,6,0.7347920130991017,0.9797226841321356,0.0008815452699307598
86,8,7,0.8746130028440807,0.9995577175360922,0.0003796459146888546
86,16,1,0.06177011982285596,0.9883219171656954,0.0016354012216854826
86,16,2,0.12028170730977905,0.9622536584782324,0.00264311747662368
86,16,3,0.17798058666891967,0.9492297955675715,0.0025382306398671283
86,16,4,0.23523473826278654,0.9409389530511462,0.0023998479177341128
86,16,5,0.2928382502843137,0.9370824009098038,0.002249823194328672
86,16,6,0.3509609945431629,0.9358959854484343,0.0020904151102076524
86,16,7,0.4100408589237095,0.9372362489684789,0.0019233216647423996
86,16,8,0.4701432996576022,0.9402865993152044,0.0017484434534304047
86,16,9,0.5312612436416253,0.9444644331406672,0.0015659930085773512
86,16,10,0.5938100750380665,0.9500961200609064,0.0013739039577766498
86,16,11,0.6578774078640476,0.9569125932567963,0.0011706946034238648
86,16,12,0.7231807918513242,0.9642410558017654,0.0009608723896234841
86,16,13,0.7913974858448192,0.9740276748859312,0.0007289973171736746
86,16,14,0.8592034461449048,0.9819467955941769,0.0005012135433539895
86,16,15,0.9372811390416095,0.9997665483110499,0.0001904516394735842
86,32,1,0.03086438759794062,0.9876604031340999,0.001687956136556364
86,32,2,0.059953191778540395,0.9592510684566463,0.002815718824164592
86,32,3,0.08842646755341378,0.9432156539030803,0.002797330608929008
86,32,4,0.11640663410221096,0.9312530728176877,0.002744543922427251
86,32,5,0.14427072523022366,0.9233326414734314,0.002682934100540612
86,32,6,0.1720442190924,0.9175691684927999,0.002614837710229154
86,32,7,0.19994344932538233,0.9140271969160334,0.0025443821721968826
86,32,8,0.22796949931825292,0.9118779972730117,0.0024720356836139988
86,32,9,0.25613489188616856,0.9107018378174881,0.002397211102075989
86,32,10,0.2845265406717833,0.9104849301497066,0.0023205178403068664
86,32,11,0.3131055103285796,0.9108523936831405,0.002241905078794457
86,32,12,0.3420439382790536,0.9121171687441431,0.00216165058077137
86,32,13,0.37119497676739466,0.9137107120428175,0.002078938277634326
86,32,14,0.4006748698005013,0.9158282738297172,0.001994591547700792
86,32,15,0.43049583218862897,0.9183911086690751,0.001908019386815019
86,32,16,0.4606392848598007,0.9212785697196014,0.0018189387833148732
86,32,17,0.49118495022039776,0.9245834357089839,0.0017273540737136406
86,32,18,0.5220312436650718,0.9280555442934609,0.0016335814065559127
86,32,19,0.5533192677077918,0.9319061350868073,0.0015369231337002266
86,32,20,0.5849566265219132,0.9359306024350609,0.001437847876722017
86,32,21,0.6170581214698829,0.9402790422398216,0.001335631040839795
86,32,22,0.6495334691570769,0.9447759551375662,0.0012309086466029716
86,32,23,0.6825249236817248,0.9495998938180519,0.0011225887524014832
86,32,24,0.715860026879712,0.9544800358396158,0.0010121594959569143
86,32,25,0.7498213471146262,0.9597713243067215,0.0008970968860478157
86,32,26,0.7841343090921489,0.965088380421106,0.0007797536398879853
86,32,27,0.8189252952183101,0.9705781276661455,0.0006589332376931157
86,32,28,0.8547732828230005,0.9768837517977148,0.0005306038271234105
86,32,29,0.8903348160169823,0.9824384176739115,0.0004047369366560695
86,32,30,0.927289205119262,0.9891084854605462,0.0002684962687643702
86,32,31,0.9686378857785495,0.9998842691907607,9.532878025847142e-05
86,64,1,0.015427415636856092,0.9873546007587899,0.0017143714181944764
86,64,2,0.02993285199195518,0.9578512637425658,0.0029014249667113877
86,64,3,0.04407932392780847,0.9403589104599142,0.0029245656113840025
86,64,4,0.05791292673263853,0.9266068277222165,0.002911687356008818
86,64,5,0.07161865204677462,0.916718746198715,0.0028899039135087106
86,64,6,0.08520145655672204,0.908815536605035,0.002861618220817594
86,64,7,0.09876975062232958,0.9030377199755847,0.002831760131709351
86,64,8,0.11231977788487685,0.8985582230790148,0.002800914388547305
86,64,9,0.1258492383650033,0.8949279172622457,0.002768352241212831
86,64,10,0.13940470666453414,0.8921901226530184,0.0027352231426878114
86,64,11,0.15295406475252524,0.8899145585601467,0.0027012028075826676
86,64,12,0.16659566899170036,0.8885102346224019,0.002667345502045653
86,64,13,0.1802377061476307,0.8873240918037202,0.0026321221995461858
86,64,14,0.19394284582458396,0.8865958666266694,0.0025971374666262374
86,64,15,0.20771210683588168,0.8862383224997618,0.0025617284753679335
86,64,16,0.22153634866855376,0.886145394674215,0.002525343508633053
86,64,17,0.2354474763026408,0.8863904990217064,0.002488645574073699
86,64,18,0.24938800562743824,0.8867129088975582,0.0024513836382185723
86,64,19,0.2634288780193873,0.8873393785916203,0.002413555862194533
86,64,20,0.2775200346244223,0.8880641107981514,0.002375238477541728
86,64,21,0.2917073021330265,0.8890127303101758,0.0023363117167888264
86,64,22,0.3059742549013651,0.8901069233494255,0.0022968842048489164
86,64,23,0.32031117878079995,0.8913006713900521,0.0022570312775717226
86,64,24,0.3347301226566416,0.892613660417711,0.0022166596572251126
86,64,25,0.34924323104508936,0.8940626714754287,0.0021756481042904605
86,64,26,0.3638286504009976,0.8955782163716863,0.00213412037004611
86,64,27,0.37851184749258726,0.8972132681305773,0.002091889374189924
86,64,28,0.39330173345608604,0.898975390756768,0.002049105937719883
86,64,29,0.40818801567137286,0.9008287242402712,0.0020058848098279836
86,64,30,0.423154652788855,0.9027299259495575,0.0019618201210887735
86,64,31,0.43822249681246844,0.9047174127741284,0.0019172936938565068
86,64,32,0.4533935918190681,0.9067871836381362,0.0018719988518299392
86,64,33,0.46864776355628485,0.9088926323515827,0.0018260992918182842
86,64,34,0.48401179695591273,0.9110810295640709,0.001779598197601316
86,64,35,0.49948922155403613,0.9133517194130945,0.0017323656776724679
86,64,36,0.5150630372387223,0.9156676217577284,0.0016844802241176543
86,64,37,0.5307519036365559,0.9180573468307994,0.001635838441871356
86,64,38,0.5465521120256392,0.9205088202537083,0.0015864311046985002
86,64,39,0.5624724011201693,0.9230316326074572,0.0015362986596033329
86,64,40,0.5784812726250858,0.9255700362001372,0.0014854747554994946
86,64,41,0.5946036043804758,0.9281617239109865,0.0014337983154707027
86,64,42,0.6108447898236454,0.9308111083026976,0.0013813419111628842
86,64,43,0.627190081008302,0.9334922135937516,0.0013282159381293361
86,64,44,0.6436570566404943,0.9362284460225371,0.0012741482818425037
86,64,45,0.6602560510763377,0.9390308281974581,0.0012192253753085767
86,64,46,0.67695307444404,0.9418477557482294,0.0011636225176983412
86,64,47,0.6937789762935396,0.9447203081443943,0.0011071002581628288
86,64,48,0.7107440801063805,0.9476587734751739,0.0010496745257959157
86,64,49,0.7278173820822094,0.9506186214951305,0.000991491466629504
86,64,50,0.7450318005281266,0.9536407046760019,0.0009322669490076889
86,64,51,0.7623996770271663,0.9567368496027185,0.000871970823222937
86,64,52,0.7798580429387474,0.9598252836169199,0.0008110301992829045
86,64,53,0.7974489091251612,0.9629571732832134,0.0007491197428913779
86,64,54,0.8152211271551796,0.966188002554287,0.0006858755278771088
86,64,55,0.8331251828795768,0.9694547582598713,0.0006216841717551107
86,64,56,0.8511004425878806,0.9726862201004349,0.0005570569844202838
86,64,57,0.8692529164354407,0.9760032745941789,0.0004910506408033047
86,64,58,0.8876727944131846,0.9795010145248934,0.00042302115644477097
86,64,59,0.9061759539878956,0.9829705263597511,0.00035452726327094393
86,64,60,0.9246575045691501,0.9863013382070933,0.000286248249609219
86,64,61,0.9435360258173051,0.9899394369230743,0.00021508810149871622
86,64,62,0.9630061127272971,0.9940708260410809,0.00013905468932734312
86,64,63,0.9843206174840882,0.9999447542695499,4.7678053553376956e-05
93,8,1,0.12374072667595971,0.9899258134076777,0.0015324541058789444
93,8,2,0.2432207739766752,0.9728830959067007,0.0022960558291368243
93,8,3,0.36182133515598075,0.9648568937492822,0.0019999198887073353
93,8,4,0.4822084863696802,0.9644169727393604,0.0016608586549153432
93,8,5,0.6057833888524279,0.9692534221638849,0.0012934240958579755
93,8,6,0.7356734740296778,0.9808979653729039,0.0008786774283152203
93,8,7,0.8750378670411684,1.0000432766184781,0.00037817891672677214
93,16,1,0.06166509324403745,0.9866414919045992,0.0016389851482747353
93,16,2,0.12080425425543534,0.9664340340434827,0.002651199874409122
93,16,3,0.17852204195118973,0.9521175570730119,0.0025437810126191845
93,16,4,0.23603932108296602,0.9441572843318641,0.0024030821909503106
93,16,5,0.29378280588344835,0.9401049788270348,0.002251194299286889
93,16,6,0.35202731631613504,0.9387395101763603,0.0020911635538342277
93,16,7,0.41111471454082654,0.9396907760933177,0.001922912569034408
93,16,8,0.4712425629153468,0.9424851258306935,0.001747160007384932
93,16,9,0.5324156629307659,0.9465167340991395,0.0015641610366094408
93,16,10,0.5949398913772664,0.9519038262036266,0.0013716888001775993
93,16,11,0.6590087014297782,0.9585581111705864,0.00116785154028786
93,16,12,0.7241507989280138,0.9655343985706852,0.0009579115644640568
93,16,13,0.7922289327052832,0.97505099409881,0.000726288760931386
93,16,14,0.8598125821630267,0.982642951043459,0.0004988941528469789
93,16,15,0.937529640911793,1.0000316169725791,0.0001896090648057822
93,32,1,0.030810263336858466,0.9859284267794709,0.0016914754014811387
93,32,2,0.060231767981380885,0.9637082877020942,0.002826025474431182
93,32,3,0.08872461360959086,0.9463958785023027,0.0028053146176674234
93,32,4,0.11686764788442255,0.9349411830753804,0.0027511793243068174
93,32,5,0.14483420357652133,0.9269389028897367,0.0026882207754836164
93,32,6,0.17271204264372716,0.9211308940998783,0.002620166943003411
93,32,7,0.20065486145602437,0.9172793666561114,0.002548603911405353
93,32,8,0.22874840539459823,0.9149936215783929,0.0024755184386716774
93,32,9,0.25702037172756365,0.9138502105868931,0.0024005514205647106
93,32,10,0.2854827011975743,0.913544643832238,0.002323541380360772
93,32,11,0.3141934933340608,0.9140174351536317,0.002244276687257834
93,32,12,0.34314719041088343,0.9150591744290226,0.0021630423382152145
93,32,13,0.3723929747172681,0.9166596300732754,0.0020801866158435406
93,32,14,0.4019052088059677,0.9186404772707832,0.0019948529722755696
93,32,15,0.4317522821858096,0.9210715353297271,0.0019074706647012204
93,32,16,0.46191695186223397,0.9238339037244679,0.0018180138844720527
93,32,17,0.49244170875508536,0.9269490988331021,0.0017259505884999185
93,32,18,0.5233228348430161,0.9303517063875842,0.0016314790419000868
93,32,19,0.554604389296834,0.9340705503946679,0.00153435300921359
93,32,20,0.5862455624287005,0.937992899885921,0.0014347708683122666
93,32,21,0.6183225339539787,0.9422057660251105,0.001332435723839603
93,32,22,0.6507453697635426,0.9465387196560618,0.0012275965338809226
93,32,23,0.6836837350478321,0.9512121531100274,0.0011190424801327153
93,32,24,0.7169530269263645,0.9559373692351529,0.0010085409180039726
93,32,25,0.7508441652532921,0.961080531524214,0.0008935018130307583
93,32,26,0.7850679374706062,0.9662374615022846,0.0007762080896907586
93,32,27,0.8197454339749676,0.971550143970332,0.0006556762265013651
93,32,28,0.8554473800118321,0.9776541485849508,0.0005277962068042735
93,32,29,0.8908612466569081,0.9830193066558988,0.00040242884960369044
93,32,30,0.927646678056409,0.9894897899268362,0.0002668800813317812
93,32,31,0.9687660596601312,1.000016577713684,9.48618495771576e-05
93,64,1,0.015399905202716932,0.9855939329738836,0.0017178596710962434
93,64,2,0.03007639343249733,0.9624445898399145,0.002912911409920249
93,64,3,0.04423519459134125,0.9436841512819467,0.0029338763511108754
93,64,4,0.05815755529928796,0.9305208847886074,0.002920262644950457
93,64,5,0.07192224109925074,0.9206046860704097,0.0028975224099144943
93,64,6,0.08556707243206106,0.9127154392753182,0.002869788540239626
93,64,7,0.09916587481067887,0.9066594268404926,0.0028390164296007102
93,64,8,0.11276132718761392,0.9020906175009114,0.002807736618822184
93,64,9,0.1263608983080885,0.8985663879686294,0.002775573837260452
93,64,10,0.139968624576797,0.895799197291501,0.0027425236275251215
93,64,11,0.15360985133329133,0.8937300441209677,0.0027084476531213358
93,64,12,0.16727686396176086,0.8921432744627247,0.00267366581157787
93,64,13,0.18099701993147183,0.8910622519703228,0.0026388772432209
93,64,14,0.19474504739306095,0.89026307379685,0.002602993472631967
