n_tasks,b,m,n_profiles,weight,empirical_risk,empirical_risk_mc_se
19,32,20,5,0.6650021719190529,1.0640034750704845,0.001293802773536023
19,32,21,5,0.6716640613820766,1.0234880935345927,0.0011757548920122516
19,32,22,5,0.6799133740916034,0.9889649077696048,0.0010593098136425989
19,32,23,5,0.6900790065796728,0.9601099221978056,0.0009359255096427774
19,32,24,5,0.7031747691895126,0.9375663589193501,0.000809785317120577
19,32,25,5,0.7191782367176619,0.9205481429986073,0.0006834414804010563
19,32,26,5,0.7389022372733353,0.9094181381825666,0.0005505468487485073
19,32,27,5,0.7638454214270363,0.9052982772468579,0.0004172127739854441
19,32,28,5,0.7956311901124618,0.9092927886999562,0.000284984196151522
19,32,29,5,0.8365275082430719,0.9230648366820103,0.00016038627031217007
19,32,30,5,0.8904800314413,0.94984536687072,5.654126912195581e-05
19,32,31,5,0.96875,1.0,0.0
19,64,1,5,0.015625,1.0,0.0
19,64,2,5,0.49656785066507614,15.890171221282436,0.019785124675862274
19,64,3,5,0.5667653072859905,12.09099322210113,0.012753356244441768
19,64,4,5,0.6015323318226423,9.624517309162277,0.00991146308559848
19,64,5,5,0.6218487907156149,7.959664521159872,0.008335570939860237
19,64,6,5,0.6336854654086946,6.759311631026075,0.007350676776954445
19,64,7,5,0.6397033182932194,5.848716052966577,0.006707854710523682
19,64,8,5,0.6434199212655924,5.1473593701247395,0.006217962581057436
19,64,9,5,0.6445330056534639,4.583345817980188,0.005833685362926239
19,64,10,5,0.6434434615463237,4.118038153896472,0.0055098482700374814
19,64,11,5,0.6418011451985572,3.734115753882515,0.005250508578561356
19,64,12,5,0.6395920866498884,3.411157795466071,0.005014947996306773
19,64,13,5,0.6363251995035659,3.1326779052483245,0.004786109260603968
19,64,14,5,0.6334420542413326,2.8957351051032343,0.0045685924400387795
19,64,15,5,0.6302996208479769,2.689278382284701,0.004374598925383148
19,64,16,5,0.6271910655617585,2.508764262247034,0.0041910431016576365
19,64,17,5,0.6240841007959546,2.3494930853494758,0.00401550405260651
19,64,18,5,0.6213594632559823,2.209278091576826,0.0038398243036902105
19,64,19,5,0.618208479307397,2.08238645661439,0.0036938992725648935
19,64,20,5,0.6154271064478295,1.9693667406330542,0.00352927146054124
19,64,21,5,0.6133983307084859,1.8694044364449092,0.0033917633213794637
19,64,22,5,0.61141484188426,1.7786613582087565,0.003269221789211447
19,64,23,5,0.6093609983339924,1.695613212755457,0.0031401172635643322
19,64,24,5,0.6081867477665809,1.6218313273775486,0.0030119118662749024
19,64,25,5,0.6068345193023275,1.5534963694139583,0.00290023990375303
19,64,26,5,0.6051534151165973,1.4896084064408548,0.0027795954995339907
19,64,27,5,0.6038398986983985,1.4313242043221297,0.0026690637221896095
19,64,28,5,0.6034066602170655,1.3792152233532924,0.002555440901575908
19,64,29,5,0.6029638799356275,1.3306789074441434,0.0024522227788270155
19,64,30,5,0.6032041922740272,1.2868356101845915,0.002359771582884121
19,64,31,5,0.6035393624529631,1.2460167482899884,0.0022726310956337776
19,64,32,5,0.6046246315673549,1.2092492631347098,0.0021907016732053385
19,64,33,5,0.6058855047890358,1.1750506759544939,0.0021092963062826395
19,64,34,5,0.6071437788346443,1.1428588778063893,0.0020269532094178764
19,64,35,5,0.608762293814994,1.1131653372617034,0.0019418289416709953
19,64,36,5,0.6108661271698343,1.0859842260797055,0.0018577644402651811
19,64,37,5,0.6133357118857805,1.0609050151537827,0.0017820881663620986
19,64,38,5,0.6163837124105872,1.0381199366915153,0.001703327310767762
19,64,39,5,0.6194503336070473,1.0165338807910518,0.0016221343242475213
19,64,40,5,0.6223788880259972,0.9958062208415954,0.001539553003084763
19,64,41,5,0.6259878781505879,0.9771518097960395,0.0014611359702107179
19,64,42,5,0.6303522597988035,0.9605367768362719,0.0013847708047656816
19,64,43,5,0.6352248993688402,0.9454510130140876,0.0013048286520079258
19,64,44,5,0.6408577826641124,0.9321567747841636,0.0012268445682134818
19,64,45,5,0.646739934271618,0.9198079065196346,0.0011434663053567836
19,64,46,5,0.6539499733062585,0.909843441121751,0.0010700311375069298
19,64,47,5,0.6619945514549095,0.901439389215196,0.0009996500824040076
19,64,48,5,0.6703847421926361,0.8938463229235147,0.0009191040132382956
19,64,49,5,0.6799132225663064,0.8880499233519104,0.0008400088980751994
19,64,50,5,0.6900635474866308,0.8832813407828873,0.0007597728820268943
19,64,51,5,0.701683575776086,0.8805440950915588,0.0006867163198797958
19,64,52,5,0.7143196725771435,0.8791626739410997,0.0006131308646309183
19,64,53,5,0.7280326870748276,0.8791338108073389,0.0005375120639087105
19,64,54,5,0.7432970054683362,0.8809445990735836,0.0004637004549259757
19,64,55,5,0.7600181446774499,0.8843847501701234,0.0003906698332026249
19,64,56,5,0.7785723207777856,0.889796938031755,0.00032142978272701534
19,64,57,5,0.7990284925632699,0.897154798667531,0.0002537388528618112
19,64,58,5,0.8216290450453799,0.9066251531535227,0.0001893859220848152
19,64,59,5,0.8466672838389435,0.9184187485710573,0.00013193759804098842
19,64,60,5,0.8746151826699037,0.9329228615145638,8.088959983037255e-05
19,64,61,5,0.905855883089522,0.9504061724217937,3.9998313836625076e-05
19,64,62,5,0.9412860511962395,0.9716501173638601,1.2621755063473112e-05
19,64,63,5,0.984375,1.0,0.0
30,8,1,24,0.12499999999999997,0.9999999999999998,3.6710302843308235e-19
30,8,2,24,0.5485275984590254,2.1941103938361017,0.0006555996346622865
30,8,3,24,0.5988174518554468,1.5968465382811914,0.00045120225245131023
30,8,4,24,0.6338140973086628,1.2676281946173256,0.00032775613676284916
30,8,5,24,0.6704320302359879,1.0726912483775808,0.0002246673515421192
30,8,6,24,0.7260392539092148,0.9680523385456197,0.00011877489149929179
30,8,7,24,0.875,1.0,0.0
30,16,1,24,0.0625,1.0,1.7969379024087357e-19
30,16,2,24,0.5426000909841442,4.3408007278731535,0.0014754613690474273
30,16,3,24,0.5882818388311754,3.137503140432935,0.0010451631753610946
30,16,4,24,0.6134285396492475,2.45371415859699,0.0008300887230314792
30,16,5,24,0.6311590674155698,2.019709015729824,0.000686791490224407
30,16,6,24,0.6460258423464383,1.7227355795905022,0.000578302327631844
30,16,7,24,0.659870914350716,1.5082763756587796,0.0004913387295751863
30,16,8,24,0.6735619551191565,1.347123910238313,0.00041628332203054013
30,16,9,24,0.68803442914822,1.2231723184857244,0.00035015189793933567
30,16,10,24,0.7045513043644003,1.1272820869830404,0.00028839625536683077
30,16,11,24,0.7241575467234077,1.0533200679613204,0.0002299100099645909
30,16,12,24,0.7488787223339751,0.9985049631119667,0.0001720191201644085
30,16,13,24,0.7827564365069436,0.9633925372393152,0.00011254592578134486
30,16,14,24,0.8350432926431656,0.9543351915921892,5.208188949059263e-05
30,16,15,24,0.9375,1.0,0.0
30,32,1,24,0.031249999999999993,0.9999999999999998,8.140483493959589e-19
30,32,2,24,0.5402926696492532,8.64468271438805,0.0030881378736227756
30,32,3,24,0.5848714361634192,6.238628652409805,0.0021924331493897173
30,32,4,24,0.6080273151885643,4.864218521508515,0.0017653661253712958
30,32,5,24,0.6230790102235494,3.987705665430716,0.0014912699825661224
30,32,6,24,0.6345468048347951,3.3842496257855736,0.00129090933180282
30,32,7,24,0.6440994404079506,2.94445458472206,0.00113682626017718
30,32,8,24,0.6523045379182009,2.6092181516728035,0.0010097750988041932
30,32,9,24,0.6596776265400878,2.3455204499203117,0.0009044639422875833
30,32,10,24,0.6669014709257368,2.134084706962358,0.0008118323092014793
30,32,11,24,0.6738468818138497,1.9602818380039266,0.0007322087373306842
30,32,12,24,0.6805033502799469,1.814675600746525,0.0006627318167620557
30,32,13,24,0.6870835518062478,1.691282589061533,0.0005998827754922789
30,32,14,24,0.6935602320177631,1.5852805303263156,0.000545208597724291
30,32,15,24,0.7001843291014319,1.4937265687497214,0.0004966297031619505
30,32,16,24,0.7068463809157257,1.4136927618314514,0.00045325357935496416
30,32,17,24,0.7135892874234664,1.3432268939735836,0.0004142569759048698
30,32,18,24,0.7204984545524437,1.2808861414265664,0.0003793961762492944
30,32,19,24,0.7276298322766648,1.2254818227817512,0.00034736724843535
30,32,20,24,0.7352549599708016,1.1764079359532826,0.00031590010989745765
30,32,21,24,0.743364881967647,1.1327464868078432,0.0002864821837620975
30,32,22,24,0.7521157789417733,1.0939865875516703,0.00025853813196958814
30,32,23,24,0.7618602435249463,1.0599794692520992,0.00023085616764575246
30,32,24,24,0.7728306486017422,1.0304408648023229,0.00020398981692216022
30,32,25,24,0.7854024876979772,1.0053151842534107,0.0001758046751106912
30,32,26,24,0.8001512804201706,0.9848015759017485,0.0001468646930989906
30,32,27,24,0.8179715425358556,0.9694477541165696,0.00011692328570308085
30,32,28,24,0.8401125421731698,0.9601286196264797,8.60560775352286e-05
30,32,29,24,0.8687410883812703,0.95861085614485,5.3943383069275026e-05
30,32,30,24,0.907851523605761,0.9683749585128119,2.3278996550932043e-05
30,32,31,24,0.96875,1.0,0.0
30,64,1,24,0.015625,1.0,0.0
30,64,2,24,0.53926060026389,17.25633920844448,0.006302365830846213
30,64,3,24,0.5834479765334324,12.446890166046558,0.0044730845419942
30,64,4,24,0.6059117336469411,9.694587738351057,0.00361628236565236
30,64,5,24,0.6201153608950881,7.9374766194571285,0.0030726424749962324
30,64,6,24,0.6306245524138571,6.726661892414475,0.0026783736074539786
30,64,7,24,0.6391135764268236,5.843324127330958,0.0023772830578745285
30,64,8,24,0.6461435663076447,5.1691485304611575,0.0021303364738816002
30,64,9,24,0.6522279524490942,4.6380654396380026,0.0019267720715553005
30,64,10,24,0.6580649506143177,4.211615683931634,0.0017478472536652018
30,64,11,24,0.6634974622081268,3.8603488710291014,0.001594878256035527
30,64,12,24,0.6684904783832052,3.565282551377094,0.0014623530925473652
30,64,13,24,0.6732496117291638,3.314459626974345,0.001342817396402197
30,64,14,24,0.6777054430514872,3.098082025378227,0.0012401922426855327
30,64,15,24,0.6821085760002656,2.9103299242678,0.0011499575701020921
30,64,16,24,0.6862839546236493,2.7451358184945973,0.0010711599652537542
30,64,17,24,0.6902266630613056,2.5985003785837386,0.0010019518542028608
30,64,18,24,0.6939577592316332,2.467405366156918,0.0009427607756873015
30,64,19,24,0.6974485407244552,2.3493003477034278,0.0008908098218324213
30,64,20,24,0.7009299458949815,2.242975826863941,0.0008401894166499082
30,64,21,24,0.7042160797039498,2.146182338145371,0.0007960680307049129
30,64,22,24,0.7072994411874718,2.0575983743635544,0.0007576951313623924
30,64,23,24,0.7103853295023325,1.976724395136925,0.0007216575768494785
30,64,24,24,0.713395064781787,1.9023868394180985,0.000691327131658409
30,64,25,24,0.7163195113276302,1.8337779489987334,0.0006605068019868571
30,64,26,24,0.7191591692969355,1.7702379551924567,0.0006317254298394605
30,64,27,24,0.7220186728104312,1.7114516688839851,0.0006055477227782537
30,64,28,24,0.7248409559806948,1.6567793279558738,0.0005823229543080427
30,64,29,24,0.7275188349344662,1.6055588081312357,0.0005596284315740329
30,64,30,24,0.7302929378440846,1.5579582674007137,0.0005385596841036698
30,64,31,24,0.7329954237881335,1.513280874917437,0.0005179244494042221
30,64,32,24,0.7356149406915969,1.4712298813831939,0.0004981171685423517
30,64,33,24,0.7383320796274372,1.4319167604895753,0.00047955496729569014
30,64,34,24,0.741064558709347,1.3949450516881825,0.0004625495292615649
30,64,35,24,0.7438814906221195,1.3602404399947328,0.00044580609730347987
30,64,36,24,0.7467085641578869,1.3274818918362434,0.00042778002384952885
30,64,37,24,0.7496412318425509,1.2966767253492775,0.00041166797050688823
30,64,38,24,0.752578184501524,1.267500100213093,0.00039677060938659003
30,64,39,24,0.7555648488378107,1.2399012904005098,0.00038057388327571384
30,64,40,24,0.7586717876038672,1.2138748601661877,0.0003651273477577157
30,64,41,24,0.7619879787275986,1.1894446497211295,0.0003495469685813861
30,64,42,24,0.7653417771157041,1.1662350889382156,0.0003351468098110426
30,64,43,24,0.7688964052503834,1.1444039520005704,0.00031926955243308523
30,64,44,24,0.77268768337377,1.1239093576345747,0.0003042171099946669
30,64,45,24,0.7766548636136936,1.1045758060283644,0.00028872113725812276
30,64,46,24,0.780865726980377,1.0864218810161765,0.0002735805767600329
30,64,47,24,0.785340885291043,1.069400354438867,0.0002578157317636883
30,64,48,24,0.7901799051493007,1.0535732068657342,0.00024285335757970035
30,64,49,24,0.7953109611027396,1.0387735002158232,0.00022733253376963248
30,64,50,24,0.8008877386173335,1.025136305430187,0.00021144959158045558
30,64,51,24,0.8069516641949878,1.0126452256564553,0.0001959557633962778
30,64,52,24,0.8135643408392663,1.00130995795602,0.0001794991202691325
30,64,53,24,0.8208205143545807,0.9911794890319464,0.00016247875577712312
30,64,54,24,0.8288795400060308,0.9823757511182587,0.0001453240881234919
30,64,55,24,0.8378642641711175,0.9749693255809367,0.00012796197365081254
30,64,56,24,0.8479053896348817,0.9690347310112934,0.00011019756945581122
30,64,57,24,0.8592834194527984,0.9648094534206859,9.170207266105493e-05
30,64,58,24,0.8722382523337964,0.9624697956786719,7.320306936315214e-05
30,64,59,24,0.8871793265997072,0.9623640152945976,5.511875023897166e-05
30,64,60,24,0.904681075769084,0.9649931474870228,3.7428771883601213e-05
30,64,61,24,0.9254216171334577,0.9709341556810049,2.1169541295905553e-05
30,64,62,24,0.9505224155555806,0.9811844289605992,7.98505773593605e-06
30,64,63,24,0.984375,1.0,0.0
86,8,1,6,0.12499999999999997,0.9999999999999998,7.668532162064263e-19
86,8,2,6,0.5646821287696386,2.2587285150785545,0.0008114140732321512
86,8,3,6,0.593149204794856,1.5817312127862828,0.000645337431367801
86,8,4,6,0.6126968957661456,1.2253937915322912,0.0005088934209403551
86,8,5,6,0.6373008201163283,1.0196813121861252,0.00037882036007326584
86,8,6,6,0.6848819207099666,0.9131758942799555,0.00022344942450628046
86,8,7,6,0.875,1.0,0.0
86,16,1,6,0.062499999999999986,0.9999999999999998,0.0
86,16,2,6,0.5630666390564878,4.504533112451902,0.0016896674912315745
86,16,3,6,0.5877187083939361,3.134499778100993,0.001370756329420621
86,16,4,6,0.5991904992533593,2.3967619970134373,0.0011530264585309746
86,16,5,6,0.6070506814457673,1.9425621806264557,0.0009847224878279316
86,16,6,6,0.6129756269450013,1.6346016718533367,0.0008503831527194416
86,16,7,6,0.618586061966686,1.4139109987809966,0.000735726797734085
86,16,8,6,0.6252791921341561,1.2505583842683121,0.0006393003938658815
86,16,9,6,0.6336520995366702,1.126492621398525,0.0005532765296745998
86,16,10,6,0.6451579069676195,1.0322526511481913,0.0004714401564867205
86,16,11,6,0.6610853375746863,0.9615786728359074,0.00038883548097436285
86,16,12,6,0.6848033691602707,0.913071158880361,0.00030213855051253587
86,16,13,6,0.7220785699558987,0.8887120860995678,0.0002055920810466696
86,16,14,6,0.7877451515427902,0.9002801731917602,9.397621506194751e-05
86,16,15,6,0.9375,1.0,0.0
86,32,1,6,0.03125,1.0,1.1512382161431969e-18
86,32,2,6,0.5624875882900789,8.999801412641263,0.0034320175861528167
86,32,3,6,0.586087881010005,6.25160406410672,0.0027910734781505797
86,32,4,6,0.5958909498984856,4.7671275991878845,0.0023749417815821135
86,32,5,6,0.6014709701717694,3.849414209099325,0.002060040861984819
86,32,6,6,0.6043124422086806,3.22299969177963,0.0018160908692885077
86,32,7,6,0.605784225322301,2.76929931575909,0.0016150152263067058
86,32,8,6,0.6069490213350633,2.4277960853402534,0.0014557364179371211
86,32,9,6,0.6078043743443767,2.1610822198911173,0.0013251942536928942
86,32,10,6,0.6089461884125907,1.9486278029202906,0.0012129825640554777
86,32,11,6,0.610025221617101,1.7746188265224758,0.0011136986789368735
86,32,12,6,0.6116776498601342,1.6311403996270244,0.0010266206345516747
86,32,13,6,0.6136956347044551,1.5106354085032743,0.0009505783648502148
86,32,14,6,0.6158549003772323,1.4076683437193882,0.0008809874134971338
86,32,15,6,0.6184995647422128,1.3194657381167205,0.0008142475870688562
86,32,16,6,0.6216559611724297,1.2433119223448594,0.0007536688745712156
86,32,17,6,0.6255233050805189,1.1774556330927415,0.0006970391015725855
86,32,18,6,0.6297712725079171,1.119593373347408,0.0006464223140395357
86,32,19,6,0.6349410421894653,1.0693743868454153,0.0005967203914243844
86,32,20,6,0.6410484876951307,1.0256775803122091,0.0005448559612994027
86,32,21,6,0.6486037967133907,0.988348642610881,0.0004952932301818833
86,32,22,6,0.6574522627988922,0.9562942004347523,0.0004462751803089406
86,32,23,6,0.6680866015414091,0.929511793448917,0.00039835641740442016
86,32,24,6,0.6808576469458054,0.9078101959277406,0.00034979534706608764
86,32,25,6,0.6964974020537542,0.8915166746288055,0.00030111589734050043
86,32,26,6,0.7158922443208318,0.8810981468564084,0.0002487492767077188
86,32,27,6,0.7403055218814147,0.8773991370446396,0.00019412813329393327
86,32,28,6,0.7720407402609898,0.8823322745839883,0.0001376859849486013
86,32,29,6,0.814634997662864,0.8989075836279878,8.018585839286015e-05
86,32,30,6,0.8744998590157712,0.9327998496168226,2.7961565007242997e-05
86,32,31,6,0.96875,1.0,0.0
86,64,1,6,0.015625,1.0,0.0
86,64,2,6,0.5622369992666476,17.991583976532723,0.006911447515732288
86,64,3,6,0.5854249046818512,12.489064633212825,0.005622870863533594
86,64,4,6,0.594629529144855,9.51407246631768,0.0048031569192937
86,64,5,6,0.5994765824685083,7.673300255596906,0.0041858948038442315
86,64,6,6,0.6014368695340632,6.4153266083633405,0.0037104887081866374
86,64,7,6,0.6018706444224535,5.502817320433861,0.0033205660497095187
86,64,8,6,0.6018402532261793,4.814722025809434,0.0030144318115519135
86,64,9,6,0.6013197680901474,4.276051684196604,0.002766456068126262
86,64,10,6,0.6009027370577734,3.84577751716975,0.002555418959001193
86,64,11,6,0.6001961159794557,3.492050129335015,0.002370919333955906
86,64,12,6,0.5998378862302995,3.1991353932282642,0.0022113382257235234
86,64,13,6,0.5995745078792479,2.9517514234055287,0.002075107573144955
86,64,14,6,0.599117469929393,2.738822719677225,0.0019527822839510512
86,64,15,6,0.5987810813420071,2.554799280392564,0.0018368977923316641
86,64,16,6,0.5985330153065161,2.3941320612260646,0.0017348620363332365
86,64,17,6,0.5985077958502725,2.253205819671614,0.0016425022796465287
86,64,18,6,0.5982138934455162,2.1269827322507244,0.001565722783018001
86,64,19,6,0.5981414086422623,2.0147921133213047,0.001492733429615828
86,64,20,6,0.5981263061007297,1.914004179522335,0.0014164220179281616
86,64,21,6,0.5986115159487149,1.8243398581294168,0.0013476667398164735
86,64,22,6,0.5990753112284536,1.7427645417555013,0.0012836359020626108
86,64,23,6,0.5996887234969188,1.6686990566870783,0.0012270870849393034
86,64,24,6,0.6003658977940098,1.6009757274506928,0.0011741813402172422
86,64,25,6,0.6012333940955036,1.5391574888844892,0.0011289289781928375
86,64,26,6,0.6022889727055657,1.4825574712752387,0.001080405668139385
86,64,27,6,0.6032185116021139,1.4298512867605662,0.00103548044100332
86,64,28,6,0.6045083659140289,1.3817334078034946,0.0009944326769266534
86,64,29,6,0.6059543209643495,1.3372785014385644,0.0009540099388095153
86,64,30,6,0.6075508875733922,1.2961085601565698,0.0009172978130613977
86,64,31,6,0.6090237083134356,1.257339268776125,0.0008800176143994617
86,64,32,6,0.6108324285769765,1.221664857153953,0.0008443166016171481
86,64,33,6,0.6128307997464316,1.1885203389021706,0.0008106494524258078
86,64,34,6,0.6150561102174282,1.1577526780563356,0.0007781620149234143
86,64,35,6,0.6176002029029325,1.1293260853082194,0.0007476495439044079
86,64,36,6,0.6204122689888905,1.1029551448691386,0.0007175182339902693
86,64,37,6,0.6232622390875324,1.0780752243676237,0.0006902846365412711
86,64,38,6,0.6261688891509412,1.0546002343594798,0.0006594465105773539
86,64,39,6,0.629536936459956,1.0330862547035176,0.0006307579171253435
86,64,40,6,0.6332998330924058,1.0132797329478493,0.0006036534653017797
86,64,41,6,0.6372105592009691,0.9946701411917568,0.0005767324780703961
86,64,42,6,0.6415172118090672,0.9775500370423881,0.0005510533894385303
86,64,43,6,0.6460533793511136,0.9615678204295643,0.0005245296385905335
86,64,44,6,0.6510707716499005,0.9470120314907644,0.0004982295211695202
86,64,45,6,0.6564531278346496,0.9336222262537239,0.0004712818620531974
86,64,46,6,0.6621918798627078,0.9213104415481151,0.0004453438384212522
86,64,47,6,0.668637311664348,0.9104848499259206,0.00041867336735332505
86,64,48,6,0.6755419870590051,0.9007226494120069,0.000391561958478333
86,64,49,6,0.6831137246761809,0.8922301710056241,0.0003645171836543425
86,64,50,6,0.691525183592467,0.8851522349983578,0.0003372608788858311
86,64,51,6,0.7007556345014194,0.8793796197664872,0.0003109112966104094
86,64,52,6,0.7110391366887767,0.8751250913092637,0.00028315516460797265
86,64,53,6,0.7223779286705101,0.8723054233002385,0.0002543895901211579
86,64,54,6,0.7350930292923454,0.8712213680501871,0.00022515958110654177
86,64,55,6,0.7493302454508911,0.8719479219792187,0.00019596448368136904
86,64,56,6,0.765469844698746,0.8748226796557097,0.00016642759635102073
86,64,57,6,0.7837871611138215,0.8800417247593785,0.0001362146970740892
86,64,58,6,0.8047287007178034,0.887976497343783,0.00010585697379012538
86,64,59,6,0.8289812422467989,0.8992338898948328,7.683064780492452e-05
86,64,60,6,0.8573610477226078,0.914518450904115,4.912947486180129e-05
86,64,61,6,0.8910047732970291,0.9348246801804895,2.511954431431077e-05
86,64,62,6,0.9316538468867347,0.9617071967863067,7.405650750303895e-06
86,64,63,6,0.984375,1.0,0.0
93,8,1,6,0.12499999999999997,0.9999999999999998,5.4224710935427775e-19
93,8,2,6,0.5682148939027579,2.2728595756110317,0.0006915234967492228
93,8,3,6,0.6008620446547842,1.6022987857460909,0.0005443345982084505
93,8,4,6,0.6255085897238154,1.2510171794476308,0.00041262795187576635
93,8,5,6,0.6557413647772763,1.0491861836436422,0.0002927052446101847
93,8,6,6,0.709812588656468,0.9464167848752907,0.0001603338979581965
93,8,7,6,0.875,1.0,0.0
93,16,1,6,0.0625,1.0,5.082507904657391e-19
93,16,2,6,0.5661364685674105,4.529091748539284,0.0014447245874495225
93,16,3,6,0.5936270677131456,3.166011027803443,0.0011704063008796688
93,16,4,6,0.6078934313991773,2.431573725596709,0.0009640381946408157
93,16,5,6,0.6175567048156344,1.97618145541003,0.0008111963611065709
93,16,6,6,0.6258177184211773,1.6688472491231392,0.000688241608833068
93,16,7,6,0.6339497568004424,1.4490280155438682,0.0005901475306829757
93,16,8,6,0.6430669097840935,1.286133819568187,0.0005066709308465628
93,16,9,6,0.6540986648885507,1.162842070912979,0.000432139030166419
93,16,10,6,0.6683992474036297,1.0694387958458076,0.0003628152491127704
93,16,11,6,0.6878061614073329,1.0004453256833934,0.00029325817874221863
93,16,12,6,0.7149226958721284,0.9532302611628378,0.00021973229182330458
93,16,13,6,0.7549726875071017,0.9291971538548944,0.00014168430416265583
93,16,14,6,0.817753141371498,0.9345750187102835,6.150652899762007e-05
93,16,15,6,0.9375,1.0,0.0
93,32,1,6,0.03125000000000001,1.0000000000000002,1.3293353879833185e-18
93,32,2,6,0.5653889376627707,9.04622300260433,0.002937974288925294
93,32,3,6,0.5914047681469572,6.308317526900877,0.002392533969296001
93,32,4,6,0.6034056927260518,4.827245541808415,0.0020026374362973444
93,32,5,6,0.6099610922368034,3.9037509903155416,0.0017217235068082135
93,32,6,6,0.6140949197703707,3.275172905441977,0.0015025497551312257
93,32,7,6,0.6167689150591792,2.8195150402705336,0.001337225013435614
93,32,8,6,0.6186525278865836,2.4746101115463346,0.001206434080447119
93,32,9,6,0.6199946394394306,2.204425384673531,0.001100950981438958
93,32,10,6,0.6212071448105487,1.987862863393756,0.0010156412788714638
93,32,11,6,0.6225083532563832,1.8109333912912966,0.0009420502248057553
93,32,12,6,0.6237856580637857,1.6634284215034285,0.0008742673141283312
93,32,13,6,0.6256225139035831,1.5399938803780509,0.0008131886779267277
93,32,14,6,0.6277464122621631,1.4348489423135156,0.0007585056201777003
93,32,15,6,0.6304332943165969,1.3449243612087398,0.0007104139987598418
93,32,16,6,0.6337394757729256,1.267478951545851,0.0006619499538728026
93,32,17,6,0.6375877823817815,1.2001652374245297,0.0006164147293942895
93,32,18,6,0.6422576515136985,1.1417913804687974,0.0005723733936338986
93,32,19,6,0.6480697885361201,1.0914859596397812,0.0005274645015301238
93,32,20,6,0.6553025914904519,1.048484146384723,0.00048238637623185395
93,32,21,6,0.664082983636148,1.0119359750646064,0.0004362549401531882
93,32,22,6,0.6746556825645009,0.9813173564574559,0.00038990674864055436
93,32,23,6,0.6874448821756469,0.9564450534617696,0.00034309872769709254
93,32,24,6,0.7028163264982364,0.9370884353309819,0.00029455587219254047
93,32,25,6,0.7213192832488844,0.923288682558572,0.0002451879233992521
93,32,26,6,0.7436750135725441,0.9152923243969774,0.0001948045003748002
93,32,27,6,0.7708827922898236,0.9136388649360871,0.00014564463102677698
93,32,28,6,0.8042157997348691,0.9191037711255647,9.750399663141214e-05
93,32,29,6,0.8452955114701454,0.9327398747256775,5.3813497428038234e-05
93,32,30,6,0.8972270576207827,0.9570421947955016,1.8802327296525406e-05
