pair_key,benchmark,model,n_tasks,b,policy,alpha,m,weight,variance_ratio,ratio_mc_se
gpqa_diamond__domain_biology__model=qwen3_5_27b,gpqa_diamond__domain_biology,qwen3_5_27b,19,8,tuned_ibn,0.13,4,0.4502520351450141,0.9075324994550665,0.0005262994105628687
gpqa_diamond__domain_biology__model=qwen3_5_4b,gpqa_diamond__domain_biology,qwen3_5_4b,19,8,tuned_ibn,0.13,4,0.4502520351450141,0.9313196771690846,0.00048101812959570954
gpqa_diamond__domain_biology__model=qwen3_5_9b,gpqa_diamond__domain_biology,qwen3_5_9b,19,8,tuned_ibn,0.13,4,0.4502520351450141,0.9368771079010847,0.0004893535560401199
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,gpqa_diamond__domain_chemistry,qwen2_5_32b,93,8,tuned_ibn,0.13,4,0.4466239543807842,0.8453894211244258,0.00038931987493313154
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,gpqa_diamond__domain_chemistry,qwen2_5_3b,93,8,tuned_ibn,0.13,4,0.4466239543807842,0.8406789177014571,0.00043034856545135327
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,gpqa_diamond__domain_chemistry,qwen2_5_7b,93,8,tuned_ibn,0.13,4,0.4466239543807842,0.8200297581794077,0.0005737420777152181
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,gpqa_diamond__domain_chemistry,qwen3_5_27b,93,8,tuned_ibn,0.13,4,0.4466239543807842,0.9751690590489759,0.000183032171851746
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,gpqa_diamond__domain_chemistry,qwen3_5_4b,93,8,tuned_ibn,0.13,4,0.4466239543807842,0.9687258775621255,0.0001837610976737686
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,gpqa_diamond__domain_chemistry,qwen3_5_9b,93,8,tuned_ibn,0.13,4,0.4466239543807842,0.9601410104024204,0.00018401684353482558
gpqa_diamond__domain_physics__model=qwen2_5_32b,gpqa_diamond__domain_physics,qwen2_5_32b,86,8,tuned_ibn,0.13,4,0.4466546028975118,0.9322592278279335,0.00020029933914887858
gpqa_diamond__domain_physics__model=qwen2_5_3b,gpqa_diamond__domain_physics,qwen2_5_3b,86,8,tuned_ibn,0.13,4,0.4466546028975118,0.8285447603049094,0.0004177553956818055
gpqa_diamond__domain_physics__model=qwen2_5_7b,gpqa_diamond__domain_physics,qwen2_5_7b,86,8,tuned_ibn,0.13,4,0.4466546028975118,0.8101994390267012,0.0005211078633632907
gpqa_diamond__domain_physics__model=qwen3_5_27b,gpqa_diamond__domain_physics,qwen3_5_27b,86,8,tuned_ibn,0.13,4,0.4466546028975118,0.8845771565313161,0.0006103216376164729
gpqa_diamond__domain_physics__model=qwen3_5_4b,gpqa_diamond__domain_physics,qwen3_5_4b,86,8,tuned_ibn,0.13,4,0.4466546028975118,0.8501642555419087,0.00042413755652128765
gpqa_diamond__domain_physics__model=qwen3_5_9b,gpqa_diamond__domain_physics,qwen3_5_9b,86,8,tuned_ibn,0.13,4,0.4466546028975118,0.8657372776739114,0.0005733862652958707
hle__text_only_sample100__model=qwen2_5_32b,hle__text_only_sample100,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.937590066012133,0.0004054205998492988
hle__text_only_sample100__model=qwen2_5_3b,hle__text_only_sample100,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9243395070923477,0.0004471653641371699
hle__text_only_sample100__model=qwen2_5_7b,hle__text_only_sample100,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9216048170192274,0.0005104678235740613
hle__text_only_sample100__model=qwen3_5_27b,hle__text_only_sample100,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8994363304109618,0.00024246271699983533
hle__text_only_sample100__model=qwen3_5_4b,hle__text_only_sample100,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8571411853137125,0.0003264116558597374
hle__text_only_sample100__model=qwen3_5_9b,hle__text_only_sample100,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8842104561722091,0.00025849412589352283
hmmt__model=qwen2_5_32b,hmmt,qwen2_5_32b,30,8,tuned_ibn,0.13,4,0.44912823929930057,0.8441851585875499,0.0008063006683281691
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,8,tuned_ibn,0.13,4,0.44912823929930057,0.977829436362026,0.0005248206372601425
hmmt__model=qwen2_5_7b,hmmt,qwen2_5_7b,30,8,tuned_ibn,0.13,4,0.44912823929930057,0.8705506149063954,0.0007033037293094017
hmmt__model=qwen3_5_27b,hmmt,qwen3_5_27b,30,8,tuned_ibn,0.13,4,0.44912823929930057,1.0055823871009273,0.00033312064790919386
hmmt__model=qwen3_5_4b,hmmt,qwen3_5_4b,30,8,tuned_ibn,0.13,4,0.44912823929930057,0.9257515394431769,0.00040165745190778244
hmmt__model=qwen3_5_9b,hmmt,qwen3_5_9b,30,8,tuned_ibn,0.13,4,0.44912823929930057,0.9444253602817687,0.0004100545045287976
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.99024544802581,0.00015127639936774687
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0058718008292398,0.00018585602107497226
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_easy,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9526473188286491,0.00016168628076514743
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9965813606439359,0.00021559690539584733
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0499697614568073,0.00023731795922898974
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_easy,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0571286611066,0.00024239326019811274
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8259387349090611,0.0006579275070404162
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.7952370299137259,0.0008544538778840707
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_hard,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.7978543331231032,0.0007745563277357472
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9366923935558304,0.0002515302571216625
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9041200622030436,0.00031205572710112957
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_hard,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9275222127595066,0.0002597562859945888
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9349367915200495,0.0002120246530305071
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8786645365795911,0.0004655324334946498
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,livecodebench_gt_2024_03_30__difficulty_medium,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8657290202224657,0.0003855948937299445
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0068908387791864,0.00018866843886031621
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0301548655068606,0.00020576708602343752
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,livecodebench_gt_2024_03_30__difficulty_medium,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0464254614458834,0.0002551832499288324
math_100__model=qwen2_5_32b,math_100,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9036946690765522,0.00029921336898125776
math_100__model=qwen2_5_3b,math_100,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9537670541105843,0.00017937752310949177
math_100__model=qwen2_5_7b,math_100,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8918165445062125,0.0002207041834559241
math_100__model=qwen3_5_27b,math_100,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9785612022127201,0.00021088703141135013
math_100__model=qwen3_5_4b,math_100,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0197076445157407,0.0002366352491309546
math_100__model=qwen3_5_9b,math_100,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,1.0105007322574617,0.00023366559186967337
mmlu_science__subject_college_biology__model=qwen2_5_32b,mmlu_science__subject_college_biology,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8357659011156671,0.0013995589200031964
mmlu_science__subject_college_biology__model=qwen2_5_3b,mmlu_science__subject_college_biology,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8039646258822631,0.0010685326300673096
mmlu_science__subject_college_biology__model=qwen2_5_7b,mmlu_science__subject_college_biology,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8292155752239987,0.001016399201317848
mmlu_science__subject_college_biology__model=qwen3_5_27b,mmlu_science__subject_college_biology,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.7894683598354353,0.0010404483799483198
mmlu_science__subject_college_biology__model=qwen3_5_4b,mmlu_science__subject_college_biology,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.782964479319575,0.0006090481428362543
mmlu_science__subject_college_biology__model=qwen3_5_9b,mmlu_science__subject_college_biology,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8486335084819339,0.0008142958098253146
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,mmlu_science__subject_college_chemistry,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.857542860104644,0.0004316627265211137
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,mmlu_science__subject_college_chemistry,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.79965741577086,0.0005598699423331004
mmlu_science__subject_college_chemistry__model=qwen2_5_7b,mmlu_science__subject_college_chemistry,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.7990398222959552,0.0005528040825528326
mmlu_science__subject_college_chemistry__model=qwen3_5_27b,mmlu_science__subject_college_chemistry,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.7956516098190672,0.0006977774951970127
mmlu_science__subject_college_chemistry__model=qwen3_5_4b,mmlu_science__subject_college_chemistry,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.7999120879784964,0.0005459746621938606
mmlu_science__subject_college_chemistry__model=qwen3_5_9b,mmlu_science__subject_college_chemistry,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8131463801361307,0.0006113297050137999
mmlu_science__subject_college_physics__model=qwen2_5_32b,mmlu_science__subject_college_physics,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8342253560736501,0.00042748526587688915
mmlu_science__subject_college_physics__model=qwen2_5_3b,mmlu_science__subject_college_physics,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8692888888442614,0.0005256295379049105
mmlu_science__subject_college_physics__model=qwen2_5_7b,mmlu_science__subject_college_physics,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.845028391544274,0.0005405969166313157
mmlu_science__subject_college_physics__model=qwen3_5_27b,mmlu_science__subject_college_physics,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9073290764668396,0.0016616505011447314
mmlu_science__subject_college_physics__model=qwen3_5_4b,mmlu_science__subject_college_physics,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8144311933244307,0.0011412793630003523
mmlu_science__subject_college_physics__model=qwen3_5_9b,mmlu_science__subject_college_physics,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9182901051020733,0.0015767057415112652
supergpqa_science__field_biology__model=qwen2_5_32b,supergpqa_science__field_biology,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8443437896851936,0.00039432542403128296
supergpqa_science__field_biology__model=qwen2_5_3b,supergpqa_science__field_biology,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.7640532622925189,0.0006132234130246981
supergpqa_science__field_biology__model=qwen2_5_7b,supergpqa_science__field_biology,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8486256123584965,0.0007549203082444767
supergpqa_science__field_biology__model=qwen3_5_27b,supergpqa_science__field_biology,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8815425404976251,0.0002800508027511698
supergpqa_science__field_biology__model=qwen3_5_4b,supergpqa_science__field_biology,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9179757348531233,0.00018605128449421842
supergpqa_science__field_biology__model=qwen3_5_9b,supergpqa_science__field_biology,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9289215831021894,0.00018577914973481088
supergpqa_science__field_chemistry__model=qwen2_5_32b,supergpqa_science__field_chemistry,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9200152491664495,0.0001951805285897274
supergpqa_science__field_chemistry__model=qwen2_5_3b,supergpqa_science__field_chemistry,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8822515578877657,0.00036546530769122687
supergpqa_science__field_chemistry__model=qwen2_5_7b,supergpqa_science__field_chemistry,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8104266967084193,0.00044134859886810684
supergpqa_science__field_chemistry__model=qwen3_5_27b,supergpqa_science__field_chemistry,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8641005704523819,0.0003039940155680407
supergpqa_science__field_chemistry__model=qwen3_5_4b,supergpqa_science__field_chemistry,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9108394721957376,0.00019698357099269865
supergpqa_science__field_chemistry__model=qwen3_5_9b,supergpqa_science__field_chemistry,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9040355897753252,0.00025411292839435274
supergpqa_science__field_physics__model=qwen2_5_32b,supergpqa_science__field_physics,qwen2_5_32b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.9474137985089641,0.00017149972165284063
supergpqa_science__field_physics__model=qwen2_5_3b,supergpqa_science__field_physics,qwen2_5_3b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8478922971884293,0.0003607670097357232
supergpqa_science__field_physics__model=qwen2_5_7b,supergpqa_science__field_physics,qwen2_5_7b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8125426477693525,0.0005163118028722111
supergpqa_science__field_physics__model=qwen3_5_27b,supergpqa_science__field_physics,qwen3_5_27b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8509953387628131,0.0003540445689029863
supergpqa_science__field_physics__model=qwen3_5_4b,supergpqa_science__field_physics,qwen3_5_4b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.8936633507458397,0.0002753986259627243
supergpqa_science__field_physics__model=qwen3_5_9b,supergpqa_science__field_physics,qwen3_5_9b,100,8,tuned_ibn,0.13,4,0.44668011128770607,0.893929121880625,0.00030713345942074257
aime24__model=qwen2_5_32b,aime24,qwen2_5_32b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8898243705027968,0.000596043740558381
aime24__model=qwen2_5_3b,aime24,qwen2_5_3b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.804110451417774,0.0006671830921581173
aime24__model=qwen2_5_7b,aime24,qwen2_5_7b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.7877323338835283,0.0005785027870872244
aime24__model=qwen3_5_27b,aime24,qwen3_5_27b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8283621528389488,0.0004603533321403112
aime24__model=qwen3_5_4b,aime24,qwen3_5_4b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8930714665909065,0.0004838423386840922
aime24__model=qwen3_5_9b,aime24,qwen3_5_9b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.9338656684008226,0.0005185231256561975
aime25__model=qwen2_5_32b,aime25,qwen2_5_32b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8403470572268551,0.0005410066519355775
aime25__model=qwen2_5_3b,aime25,qwen2_5_3b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8636870346106428,0.0008381105685480015
aime25__model=qwen2_5_7b,aime25,qwen2_5_7b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8050911370367165,0.0005363739513373895
aime25__model=qwen3_5_27b,aime25,qwen3_5_27b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8868670958982138,0.0004819388165132468
aime25__model=qwen3_5_4b,aime25,qwen3_5_4b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8870811624896682,0.0005733855199768695
aime25__model=qwen3_5_9b,aime25,qwen3_5_9b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8683663437598919,0.0005760526304586859
aime26__model=qwen2_5_32b,aime26,qwen2_5_32b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.7970350457715982,0.0004944513070013472
aime26__model=qwen2_5_3b,aime26,qwen2_5_3b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.7528355583863126,0.0006740522515796214
aime26__model=qwen2_5_7b,aime26,qwen2_5_7b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.7706018718538001,0.0006018054390007024
aime26__model=qwen3_5_27b,aime26,qwen3_5_27b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.9114223344316672,0.000514499775822722
aime26__model=qwen3_5_4b,aime26,qwen3_5_4b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8912386656425015,0.0005037776786126115
aime26__model=qwen3_5_9b,aime26,qwen3_5_9b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.8952061103861844,0.00043258260272415323
gpqa_diamond__domain_biology__model=qwen2_5_32b,gpqa_diamond__domain_biology,qwen2_5_32b,19,16,tuned_ibn,0.13,7,0.3630673570380963,0.7291946678375891,0.0011171223890526292
gpqa_diamond__domain_biology__model=qwen2_5_7b,gpqa_diamond__domain_biology,qwen2_5_7b,19,16,tuned_ibn,0.13,7,0.3630673570380963,0.7865040633922045,0.0013496831694127284
gpqa_diamond__domain_biology__model=qwen3_5_27b,gpqa_diamond__domain_biology,qwen3_5_27b,19,16,tuned_ibn,0.13,7,0.3630673570380963,0.8431866486034099,0.0006651226533159859
gpqa_diamond__domain_biology__model=qwen3_5_4b,gpqa_diamond__domain_biology,qwen3_5_4b,19,16,tuned_ibn,0.13,7,0.3630673570380963,0.8878849827693243,0.0006064238664648735
gpqa_diamond__domain_biology__model=qwen3_5_9b,gpqa_diamond__domain_biology,qwen3_5_9b,19,16,tuned_ibn,0.13,7,0.3630673570380963,0.8952578431351084,0.0005518594659780168
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,gpqa_diamond__domain_chemistry,qwen2_5_32b,93,16,tuned_ibn,0.13,7,0.35926512122966964,0.7550854370544282,0.00036502236298149415
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,gpqa_diamond__domain_chemistry,qwen2_5_3b,93,16,tuned_ibn,0.13,7,0.35926512122966964,0.7371866281662889,0.0004136884927329312
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,gpqa_diamond__domain_chemistry,qwen2_5_7b,93,16,tuned_ibn,0.13,7,0.35926512122966964,0.6997981504432527,0.0005452982117707784
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,gpqa_diamond__domain_chemistry,qwen3_5_27b,93,16,tuned_ibn,0.13,7,0.35926512122966964,0.9702291799137045,0.00030803540896202794
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,gpqa_diamond__domain_chemistry,qwen3_5_4b,93,16,tuned_ibn,0.13,7,0.35926512122966964,0.9480055228837114,0.0002477769667709003
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,gpqa_diamond__domain_chemistry,qwen3_5_9b,93,16,tuned_ibn,0.13,7,0.35926512122966964,0.9359721029106294,0.00023881151673258217
gpqa_diamond__domain_physics__model=qwen2_5_32b,gpqa_diamond__domain_physics,qwen2_5_32b,86,16,tuned_ibn,0.13,7,0.3591585109902316,0.885134623480905,0.0003106553558890705
gpqa_diamond__domain_physics__model=qwen2_5_3b,gpqa_diamond__domain_physics,qwen2_5_3b,86,16,tuned_ibn,0.13,7,0.3591585109902316,0.7329222114129359,0.0003637703162381225
gpqa_diamond__domain_physics__model=qwen2_5_7b,gpqa_diamond__domain_physics,qwen2_5_7b,86,16,tuned_ibn,0.13,7,0.3591585109902316,0.688340148765415,0.0004313303199226084
gpqa_diamond__domain_physics__model=qwen3_5_27b,gpqa_diamond__domain_physics,qwen3_5_27b,86,16,tuned_ibn,0.13,7,0.3591585109902316,0.764046448841972,0.0005666297009539651
gpqa_diamond__domain_physics__model=qwen3_5_4b,gpqa_diamond__domain_physics,qwen3_5_4b,86,16,tuned_ibn,0.13,7,0.3591585109902316,0.7568480985355313,0.00040265341693695035
gpqa_diamond__domain_physics__model=qwen3_5_9b,gpqa_diamond__domain_physics,qwen3_5_9b,86,16,tuned_ibn,0.13,7,0.3591585109902316,0.7583324715506596,0.00046833848246576
hle__text_only_sample100__model=qwen2_5_32b,hle__text_only_sample100,qwen2_5_32b,100,16,tuned_ibn,0.13,7,0.3592801511772745,0.8635887601105001,0.00048534740993173473
hle__text_only_sample100__model=qwen2_5_3b,hle__text_only_sample100,qwen2_5_3b,100,16,tuned_ibn,0.13,7,0.3592801511772745,0.8309886158436861,0.0004435506106272342
hle__text_only_sample100__model=qwen2_5_7b,hle__text_only_sample100,qwen2_5_7b,100,16,tuned_ibn,0.13,7,0.3592801511772745,0.8227127251812563,0.00047822164688105943
hle__text_only_sample100__model=qwen3_5_27b,hle__text_only_sample100,qwen3_5_27b,100,16,tuned_ibn,0.13,7,0.3592801511772745,0.8283201102789197,0.000294994304692249
hle__text_only_sample100__model=qwen3_5_4b,hle__text_only_sample100,qwen3_5_4b,100,16,tuned_ibn,0.13,7,0.3592801511772745,0.7716445828300521,0.0003102177834384538
hle__text_only_sample100__model=qwen3_5_9b,hle__text_only_sample100,qwen3_5_9b,100,16,tuned_ibn,0.13,7,0.3592801511772745,0.8044014692909722,0.00031561324720006664
hmmt__model=qwen2_5_32b,hmmt,qwen2_5_32b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.7400175713817042,0.0009174274259518766
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,16,tuned_ibn,0.13,7,0.36162047794655733,0.9639233996169891,0.000790259219851886
