pair_key,benchmark,model,n_tasks,b,policy,alpha,m,weight,variance_ratio,ratio_mc_se
aime25__model=qwen2_5_3b,aime25,qwen2_5_3b,30,64,hbn,,16,0.2228152798475245,0.7528112436264394,0.0008205004826320065
aime25__model=qwen2_5_7b,aime25,qwen2_5_7b,30,8,hbn,,4,0.4827531212313649,0.8823431683706834,0.00040149050049691264
aime25__model=qwen2_5_7b,aime25,qwen2_5_7b,30,16,hbn,,6,0.35264930588277205,0.8197873444573549,0.00047368743204511196
aime25__model=qwen2_5_7b,aime25,qwen2_5_7b,30,32,hbn,,10,0.28592995791015385,0.7517877897199128,0.00047649406571957935
aime25__model=qwen2_5_7b,aime25,qwen2_5_7b,30,64,hbn,,16,0.2228152798475245,0.6859034595997024,0.0004633992585370717
aime25__model=qwen3_5_27b,aime25,qwen3_5_27b,30,8,hbn,,4,0.4827531212313649,0.9310235719496136,0.00023144377515464461
aime25__model=qwen3_5_27b,aime25,qwen3_5_27b,30,16,hbn,,6,0.35264930588277205,0.8851271222367554,0.000333112205701159
aime25__model=qwen3_5_27b,aime25,qwen3_5_27b,30,32,hbn,,10,0.28592995791015385,0.8311678041239632,0.00034135375578125336
aime25__model=qwen3_5_27b,aime25,qwen3_5_27b,30,64,hbn,,16,0.2228152798475245,0.7778205655507553,0.00034560119781304005
aime25__model=qwen3_5_4b,aime25,qwen3_5_4b,30,8,hbn,,4,0.4827531212313649,0.9389070161790739,0.00034557551829617105
aime25__model=qwen3_5_4b,aime25,qwen3_5_4b,30,16,hbn,,6,0.35264930588277205,0.8883666999386246,0.0004525746150685656
aime25__model=qwen3_5_4b,aime25,qwen3_5_4b,30,32,hbn,,10,0.28592995791015385,0.821133581850193,0.0004759561819842118
aime25__model=qwen3_5_4b,aime25,qwen3_5_4b,30,64,hbn,,16,0.2228152798475245,0.758343892551551,0.0004397232945937289
aime25__model=qwen3_5_9b,aime25,qwen3_5_9b,30,8,hbn,,4,0.4827531212313649,0.9303573466322785,0.0003876256813624116
aime25__model=qwen3_5_9b,aime25,qwen3_5_9b,30,16,hbn,,6,0.35264930588277205,0.8747677101515341,0.0004633997899342348
aime25__model=qwen3_5_9b,aime25,qwen3_5_9b,30,32,hbn,,10,0.28592995791015385,0.8071926146317085,0.0004655676500246858
aime25__model=qwen3_5_9b,aime25,qwen3_5_9b,30,64,hbn,,16,0.2228152798475245,0.7466324936644984,0.0003900507114912573
aime26__model=qwen2_5_32b,aime26,qwen2_5_32b,30,8,hbn,,4,0.4827531212313649,0.8829099824049196,0.0005298785935121
aime26__model=qwen2_5_32b,aime26,qwen2_5_32b,30,16,hbn,,6,0.35264930588277205,0.8084182594765803,0.0006347942915182887
aime26__model=qwen2_5_32b,aime26,qwen2_5_32b,30,32,hbn,,10,0.28592995791015385,0.7467418064116721,0.0005228229365501619
aime26__model=qwen2_5_32b,aime26,qwen2_5_32b,30,64,hbn,,16,0.2228152798475245,0.6976616037151462,0.0004553630625769903
aime26__model=qwen2_5_3b,aime26,qwen2_5_3b,30,8,hbn,,4,0.4827531212313649,0.8340652858869946,0.0005825874725230864
aime26__model=qwen2_5_3b,aime26,qwen2_5_3b,30,16,hbn,,6,0.35264930588277205,0.7637621555490394,0.0007642781797666734
aime26__model=qwen2_5_3b,aime26,qwen2_5_3b,30,32,hbn,,10,0.28592995791015385,0.6901326483719465,0.0007106591546228442
aime26__model=qwen2_5_3b,aime26,qwen2_5_3b,30,64,hbn,,16,0.2228152798475245,0.6291615126130798,0.0005888127685749795
aime26__model=qwen2_5_7b,aime26,qwen2_5_7b,30,8,hbn,,4,0.4827531212313649,0.8209235463729875,0.00030836731937092775
aime26__model=qwen2_5_7b,aime26,qwen2_5_7b,30,16,hbn,,6,0.35264930588277205,0.7526721291565976,0.00039526307442867294
aime26__model=qwen2_5_7b,aime26,qwen2_5_7b,30,32,hbn,,10,0.28592995791015385,0.6996257749768224,0.0005412024211225729
aime26__model=qwen2_5_7b,aime26,qwen2_5_7b,30,64,hbn,,16,0.2228152798475245,0.6434046843050607,0.0005932551457432326
aime26__model=qwen3_5_27b,aime26,qwen3_5_27b,30,8,hbn,,4,0.4827531212313649,0.9487319789056105,0.0002300340520390551
aime26__model=qwen3_5_27b,aime26,qwen3_5_27b,30,16,hbn,,6,0.35264930588277205,0.9084299098465703,0.0004064327941578996
aime26__model=qwen3_5_27b,aime26,qwen3_5_27b,30,32,hbn,,10,0.28592995791015385,0.8550256087942629,0.000415466369849509
aime26__model=qwen3_5_27b,aime26,qwen3_5_27b,30,64,hbn,,16,0.2228152798475245,0.796357114293474,0.0003675947751486726
aime26__model=qwen3_5_4b,aime26,qwen3_5_4b,30,8,hbn,,4,0.4827531212313649,0.9354516666492625,0.00031413808205479925
aime26__model=qwen3_5_4b,aime26,qwen3_5_4b,30,16,hbn,,6,0.35264930588277205,0.8868301669194159,0.0003397484557106566
aime26__model=qwen3_5_4b,aime26,qwen3_5_4b,30,32,hbn,,10,0.28592995791015385,0.8361092090961695,0.00034823701314105486
aime26__model=qwen3_5_4b,aime26,qwen3_5_4b,30,64,hbn,,16,0.2228152798475245,0.7928704903745576,0.0002850409605493327
aime26__model=qwen3_5_9b,aime26,qwen3_5_9b,30,8,hbn,,4,0.4827531212313649,0.9364293636802277,0.00026978251930037233
aime26__model=qwen3_5_9b,aime26,qwen3_5_9b,30,16,hbn,,6,0.35264930588277205,0.890776604877941,0.0002762872594959157
aime26__model=qwen3_5_9b,aime26,qwen3_5_9b,30,32,hbn,,10,0.28592995791015385,0.8454204561402963,0.0002701863802472321
aime26__model=qwen3_5_9b,aime26,qwen3_5_9b,30,64,hbn,,16,0.2228152798475245,0.8063566577512276,0.00025395584571926
gpqa_diamond__domain_biology__model=qwen2_5_32b,gpqa_diamond__domain_biology,qwen2_5_32b,19,8,hbn,,4,0.485297484642079,0.8398093043504802,0.0008720198583395542
gpqa_diamond__domain_biology__model=qwen2_5_32b,gpqa_diamond__domain_biology,qwen2_5_32b,19,16,hbn,,6,0.35491981920455346,0.7460322787535394,0.0011619995141414763
gpqa_diamond__domain_biology__model=qwen2_5_32b,gpqa_diamond__domain_biology,qwen2_5_32b,19,32,hbn,,10,0.28805369188941676,0.6423732806569885,0.0010670579151992807
gpqa_diamond__domain_biology__model=qwen2_5_32b,gpqa_diamond__domain_biology,qwen2_5_32b,19,64,hbn,,17,0.23860459074325469,0.5542488784092248,0.0007988296198770799
gpqa_diamond__domain_biology__model=qwen2_5_7b,gpqa_diamond__domain_biology,qwen2_5_7b,19,8,hbn,,4,0.485297484642079,0.865137048392141,0.0008336455567604965
gpqa_diamond__domain_biology__model=qwen2_5_7b,gpqa_diamond__domain_biology,qwen2_5_7b,19,16,hbn,,6,0.35491981920455346,0.7846103404494762,0.0013291152099378898
gpqa_diamond__domain_biology__model=qwen2_5_7b,gpqa_diamond__domain_biology,qwen2_5_7b,19,32,hbn,,10,0.28805369188941676,0.6621463182417257,0.0015719972229589372
gpqa_diamond__domain_biology__model=qwen2_5_7b,gpqa_diamond__domain_biology,qwen2_5_7b,19,64,hbn,,17,0.23860459074325469,0.5327755332718748,0.0013414536808073379
gpqa_diamond__domain_biology__model=qwen3_5_27b,gpqa_diamond__domain_biology,qwen3_5_27b,19,8,hbn,,4,0.485297484642079,0.9271017422114822,0.0004691238810995559
gpqa_diamond__domain_biology__model=qwen3_5_27b,gpqa_diamond__domain_biology,qwen3_5_27b,19,16,hbn,,6,0.35491981920455346,0.8700438484153735,0.0007185301659317536
gpqa_diamond__domain_biology__model=qwen3_5_27b,gpqa_diamond__domain_biology,qwen3_5_27b,19,32,hbn,,10,0.28805369188941676,0.7996554997710467,0.0007557331661178528
gpqa_diamond__domain_biology__model=qwen3_5_27b,gpqa_diamond__domain_biology,qwen3_5_27b,19,64,hbn,,17,0.23860459074325469,0.7304242881133061,0.000666989278463226
gpqa_diamond__domain_biology__model=qwen3_5_4b,gpqa_diamond__domain_biology,qwen3_5_4b,19,8,hbn,,4,0.485297484642079,0.9359173331877904,0.00026137789828142453
gpqa_diamond__domain_biology__model=qwen3_5_4b,gpqa_diamond__domain_biology,qwen3_5_4b,19,16,hbn,,6,0.35491981920455346,0.8891167483724316,0.0003926223415918259
gpqa_diamond__domain_biology__model=qwen3_5_4b,gpqa_diamond__domain_biology,qwen3_5_4b,19,32,hbn,,10,0.28805369188941676,0.8378161990460551,0.000348498134539497
gpqa_diamond__domain_biology__model=qwen3_5_4b,gpqa_diamond__domain_biology,qwen3_5_4b,19,64,hbn,,17,0.23860459074325469,0.789552028702913,0.00031706961163394223
gpqa_diamond__domain_biology__model=qwen3_5_9b,gpqa_diamond__domain_biology,qwen3_5_9b,19,8,hbn,,4,0.485297484642079,0.930651013326993,0.00035766316241675597
gpqa_diamond__domain_biology__model=qwen3_5_9b,gpqa_diamond__domain_biology,qwen3_5_9b,19,16,hbn,,6,0.35491981920455346,0.8838542514524912,0.0004998123416137465
gpqa_diamond__domain_biology__model=qwen3_5_9b,gpqa_diamond__domain_biology,qwen3_5_9b,19,32,hbn,,10,0.28805369188941676,0.8381106986178275,0.00042930436463282283
gpqa_diamond__domain_biology__model=qwen3_5_9b,gpqa_diamond__domain_biology,qwen3_5_9b,19,64,hbn,,17,0.23860459074325469,0.7927760629613283,0.00041501040569081915
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,gpqa_diamond__domain_chemistry,qwen2_5_32b,93,8,hbn,,4,0.4822084863696802,0.8525294831008616,0.00031863412368183765
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,gpqa_diamond__domain_chemistry,qwen2_5_32b,93,16,hbn,,6,0.35202731631613504,0.7664504613082241,0.00042499686619183605
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,gpqa_diamond__domain_chemistry,qwen2_5_32b,93,32,hbn,,10,0.2854827011975743,0.6845590984334312,0.0003754599226937204
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,gpqa_diamond__domain_chemistry,qwen2_5_32b,93,64,hbn,,16,0.22242432037793883,0.6083552394053366,0.0003717642833564486
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,gpqa_diamond__domain_chemistry,qwen2_5_3b,93,8,hbn,,4,0.4822084863696802,0.8404605555180723,0.0003328747881504095
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,gpqa_diamond__domain_chemistry,qwen2_5_3b,93,16,hbn,,6,0.35202731631613504,0.7416551319753123,0.00048220577441704696
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,gpqa_diamond__domain_chemistry,qwen2_5_3b,93,32,hbn,,10,0.2854827011975743,0.6450204054327848,0.00044953916071397977
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,gpqa_diamond__domain_chemistry,qwen2_5_3b,93,64,hbn,,16,0.22242432037793883,0.5576586889454662,0.00038183026075194157
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,gpqa_diamond__domain_chemistry,qwen2_5_7b,93,8,hbn,,4,0.4822084863696802,0.8170532181599932,0.0006916461520524326
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,gpqa_diamond__domain_chemistry,qwen2_5_7b,93,16,hbn,,6,0.35202731631613504,0.7086942571485657,0.0007999738926543599
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,gpqa_diamond__domain_chemistry,qwen2_5_7b,93,32,hbn,,10,0.2854827011975743,0.5917033152076031,0.0007119288866574441
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,gpqa_diamond__domain_chemistry,qwen2_5_7b,93,64,hbn,,16,0.22242432037793883,0.48624939376293885,0.0006790395741665627
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,gpqa_diamond__domain_chemistry,qwen3_5_27b,93,8,hbn,,4,0.4822084863696802,0.9524423016848556,0.00010792742980591383
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,gpqa_diamond__domain_chemistry,qwen3_5_27b,93,16,hbn,,6,0.35202731631613504,0.9253864088880217,0.00020052242624998143
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,gpqa_diamond__domain_chemistry,qwen3_5_27b,93,32,hbn,,10,0.2854827011975743,0.8904199949795893,0.00021072552179025116
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,gpqa_diamond__domain_chemistry,qwen3_5_27b,93,64,hbn,,16,0.22242432037793883,0.8521439952129488,0.00018991493087208497
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,gpqa_diamond__domain_chemistry,qwen3_5_4b,93,8,hbn,,4,0.4822084863696802,0.9575446717955292,0.00010396689685515968
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,gpqa_diamond__domain_chemistry,qwen3_5_4b,93,16,hbn,,6,0.35202731631613504,0.9230791300043126,0.00015294133802581358
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,gpqa_diamond__domain_chemistry,qwen3_5_4b,93,32,hbn,,10,0.2854827011975743,0.8821500907260988,0.0001417537688797687
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,gpqa_diamond__domain_chemistry,qwen3_5_4b,93,64,hbn,,16,0.22242432037793883,0.8443723806716006,0.0001281650518179583
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,gpqa_diamond__domain_chemistry,qwen3_5_9b,93,8,hbn,,4,0.4822084863696802,0.9484508892694166,9.619383701099019e-05
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,gpqa_diamond__domain_chemistry,qwen3_5_9b,93,16,hbn,,6,0.35202731631613504,0.9106362173976026,0.0001644585088873217
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,gpqa_diamond__domain_chemistry,qwen3_5_9b,93,32,hbn,,10,0.2854827011975743,0.8740137416329326,0.00015262679946282035
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,gpqa_diamond__domain_chemistry,qwen3_5_9b,93,64,hbn,,16,0.22242432037793883,0.8396356721851745,0.00013930692413438957
gpqa_diamond__domain_physics__model=qwen2_5_32b,gpqa_diamond__domain_physics,qwen2_5_32b,86,8,hbn,,4,0.48110794101548293,0.9326194195396456,0.000162345030058166
gpqa_diamond__domain_physics__model=qwen2_5_32b,gpqa_diamond__domain_physics,qwen2_5_32b,86,16,hbn,,6,0.3509609945431629,0.8845878805911579,0.00018673017245800707
gpqa_diamond__domain_physics__model=qwen2_5_32b,gpqa_diamond__domain_physics,qwen2_5_32b,86,32,hbn,,10,0.2845265406717833,0.8268603239953871,0.00020358031829659882
gpqa_diamond__domain_physics__model=qwen2_5_32b,gpqa_diamond__domain_physics,qwen2_5_32b,86,64,hbn,,16,0.22153634866855376,0.7698617928978571,0.0001918447850243167
gpqa_diamond__domain_physics__model=qwen2_5_3b,gpqa_diamond__domain_physics,qwen2_5_3b,86,8,hbn,,4,0.48110794101548293,0.839663212839255,0.00030629768268645335
gpqa_diamond__domain_physics__model=qwen2_5_3b,gpqa_diamond__domain_physics,qwen2_5_3b,86,16,hbn,,6,0.3509609945431629,0.7478942448837402,0.0003975383628263285
gpqa_diamond__domain_physics__model=qwen2_5_3b,gpqa_diamond__domain_physics,qwen2_5_3b,86,32,hbn,,10,0.2845265406717833,0.6661472568450988,0.0003620088718876957
gpqa_diamond__domain_physics__model=qwen2_5_3b,gpqa_diamond__domain_physics,qwen2_5_3b,86,64,hbn,,16,0.22153634866855376,0.5890532044950665,0.0003654338901507702
gpqa_diamond__domain_physics__model=qwen2_5_7b,gpqa_diamond__domain_physics,qwen2_5_7b,86,8,hbn,,4,0.48110794101548293,0.8186905116778049,0.0004159158948122578
gpqa_diamond__domain_physics__model=qwen2_5_7b,gpqa_diamond__domain_physics,qwen2_5_7b,86,16,hbn,,6,0.3509609945431629,0.7058727909894296,0.0004471549567651308
gpqa_diamond__domain_physics__model=qwen2_5_7b,gpqa_diamond__domain_physics,qwen2_5_7b,86,32,hbn,,10,0.2845265406717833,0.5923625228537555,0.0003776889457799323
gpqa_diamond__domain_physics__model=qwen2_5_7b,gpqa_diamond__domain_physics,qwen2_5_7b,86,64,hbn,,16,0.22153634866855376,0.5004153521481913,0.00032234335966671053
gpqa_diamond__domain_physics__model=qwen3_5_27b,gpqa_diamond__domain_physics,qwen3_5_27b,86,8,hbn,,4,0.48110794101548293,0.8560453165929713,0.0006155842630310645
gpqa_diamond__domain_physics__model=qwen3_5_27b,gpqa_diamond__domain_physics,qwen3_5_27b,86,16,hbn,,6,0.3509609945431629,0.7735019849898839,0.0007202740144902265
gpqa_diamond__domain_physics__model=qwen3_5_27b,gpqa_diamond__domain_physics,qwen3_5_27b,86,32,hbn,,10,0.2845265406717833,0.690833477454587,0.0007214486272608268
gpqa_diamond__domain_physics__model=qwen3_5_27b,gpqa_diamond__domain_physics,qwen3_5_27b,86,64,hbn,,16,0.22153634866855376,0.6074710957664926,0.0006534915013659961
gpqa_diamond__domain_physics__model=qwen3_5_4b,gpqa_diamond__domain_physics,qwen3_5_4b,86,8,hbn,,4,0.48110794101548293,0.8425808102878837,0.00032165713499285754
gpqa_diamond__domain_physics__model=qwen3_5_4b,gpqa_diamond__domain_physics,qwen3_5_4b,86,16,hbn,,6,0.3509609945431629,0.7556987776783427,0.000435728458822336
gpqa_diamond__domain_physics__model=qwen3_5_4b,gpqa_diamond__domain_physics,qwen3_5_4b,86,32,hbn,,10,0.2845265406717833,0.6716036113261279,0.00037674287666087736
gpqa_diamond__domain_physics__model=qwen3_5_4b,gpqa_diamond__domain_physics,qwen3_5_4b,86,64,hbn,,16,0.22153634866855376,0.6020240796447262,0.00030629745957845046
gpqa_diamond__domain_physics__model=qwen3_5_9b,gpqa_diamond__domain_physics,qwen3_5_9b,86,8,hbn,,4,0.48110794101548293,0.8427475699622649,0.0004157460629707169
gpqa_diamond__domain_physics__model=qwen3_5_9b,gpqa_diamond__domain_physics,qwen3_5_9b,86,16,hbn,,6,0.3509609945431629,0.7582674502588158,0.0005249700415969457
gpqa_diamond__domain_physics__model=qwen3_5_9b,gpqa_diamond__domain_physics,qwen3_5_9b,86,32,hbn,,10,0.2845265406717833,0.6629335935314051,0.0005082951201666997
gpqa_diamond__domain_physics__model=qwen3_5_9b,gpqa_diamond__domain_physics,qwen3_5_9b,86,64,hbn,,16,0.22153634866855376,0.5786887203754914,0.0004265261356645415
hle__text_only_sample100__model=qwen2_5_32b,hle__text_only_sample100,qwen2_5_32b,100,8,hbn,,4,0.4812296048277006,0.9445037024787092,0.00044773733979873095
hle__text_only_sample100__model=qwen2_5_32b,hle__text_only_sample100,qwen2_5_32b,100,16,hbn,,6,0.3511697280337486,0.8751489064678836,0.0005458617237510387
hle__text_only_sample100__model=qwen2_5_32b,hle__text_only_sample100,qwen2_5_32b,100,32,hbn,,10,0.28473952736973573,0.8054628525032466,0.000583691882877008
hle__text_only_sample100__model=qwen2_5_32b,hle__text_only_sample100,qwen2_5_32b,100,64,hbn,,16,0.22177634090182216,0.7310443170805403,0.0005971924960971768
hle__text_only_sample100__model=qwen2_5_3b,hle__text_only_sample100,qwen2_5_3b,100,8,hbn,,4,0.4812296048277006,0.9076324991004763,0.0004088586480712744
hle__text_only_sample100__model=qwen2_5_3b,hle__text_only_sample100,qwen2_5_3b,100,16,hbn,,6,0.3511697280337486,0.8381097894284902,0.0004532801077810808
hle__text_only_sample100__model=qwen2_5_3b,hle__text_only_sample100,qwen2_5_3b,100,32,hbn,,10,0.28473952736973573,0.7672754424190911,0.00046963265679008157
hle__text_only_sample100__model=qwen2_5_3b,hle__text_only_sample100,qwen2_5_3b,100,64,hbn,,16,0.22177634090182216,0.6981387091922804,0.0004262486490394355
hle__text_only_sample100__model=qwen2_5_7b,hle__text_only_sample100,qwen2_5_7b,100,8,hbn,,4,0.4812296048277006,0.911871203479069,0.00045962325300977593
hle__text_only_sample100__model=qwen2_5_7b,hle__text_only_sample100,qwen2_5_7b,100,16,hbn,,6,0.3511697280337486,0.8307637642227144,0.0004723973110350639
hle__text_only_sample100__model=qwen2_5_7b,hle__text_only_sample100,qwen2_5_7b,100,32,hbn,,10,0.28473952736973573,0.7528260615881589,0.00047573465633731345
hle__text_only_sample100__model=qwen2_5_7b,hle__text_only_sample100,qwen2_5_7b,100,64,hbn,,16,0.22177634090182216,0.676524282035357,0.00043631484960582486
hle__text_only_sample100__model=qwen3_5_27b,hle__text_only_sample100,qwen3_5_27b,100,8,hbn,,4,0.4812296048277006,0.8989571246791632,0.00019367085691994086
hle__text_only_sample100__model=qwen3_5_27b,hle__text_only_sample100,qwen3_5_27b,100,16,hbn,,6,0.3511697280337486,0.8255391906301405,0.0002741801472386379
hle__text_only_sample100__model=qwen3_5_27b,hle__text_only_sample100,qwen3_5_27b,100,32,hbn,,10,0.28473952736973573,0.758024270194753,0.00026097781866987036
hle__text_only_sample100__model=qwen3_5_27b,hle__text_only_sample100,qwen3_5_27b,100,64,hbn,,16,0.22177634090182216,0.6984323996582928,0.00022057362918435618
hle__text_only_sample100__model=qwen3_5_4b,hle__text_only_sample100,qwen3_5_4b,100,8,hbn,,4,0.4812296048277006,0.8570388282596317,0.00023010103475145082
hle__text_only_sample100__model=qwen3_5_4b,hle__text_only_sample100,qwen3_5_4b,100,16,hbn,,6,0.3511697280337486,0.7839972384151603,0.00032300955806454284
hle__text_only_sample100__model=qwen3_5_4b,hle__text_only_sample100,qwen3_5_4b,100,32,hbn,,10,0.28473952736973573,0.7090246217632128,0.00031137801020469664
hle__text_only_sample100__model=qwen3_5_4b,hle__text_only_sample100,qwen3_5_4b,100,64,hbn,,16,0.22177634090182216,0.6438301785075632,0.00026905895219185685
hle__text_only_sample100__model=qwen3_5_9b,hle__text_only_sample100,qwen3_5_9b,100,8,hbn,,4,0.4812296048277006,0.8790483202952499,0.00017658763998661776
hle__text_only_sample100__model=qwen3_5_9b,hle__text_only_sample100,qwen3_5_9b,100,16,hbn,,6,0.3511697280337486,0.8062691613342117,0.0002899975640255526
hle__text_only_sample100__model=qwen3_5_9b,hle__text_only_sample100,qwen3_5_9b,100,32,hbn,,10,0.28473952736973573,0.7357921911337446,0.00025345822495750686
hle__text_only_sample100__model=qwen3_5_9b,hle__text_only_sample100,qwen3_5_9b,100,64,hbn,,16,0.22177634090182216,0.6703573073263281,0.00024072963680405677
hmmt__model=qwen2_5_32b,hmmt,qwen2_5_32b,30,8,hbn,,4,0.4827531212313649,0.8115719761484168,0.0006655114919777257
hmmt__model=qwen2_5_32b,hmmt,qwen2_5_32b,30,16,hbn,,6,0.35264930588277205,0.7269525827477312,0.0008993952466836082
hmmt__model=qwen2_5_32b,hmmt,qwen2_5_32b,30,32,hbn,,10,0.28592995791015385,0.6429294708587949,0.0010517895419997877
hmmt__model=qwen2_5_32b,hmmt,qwen2_5_32b,30,64,hbn,,16,0.2228152798475245,0.5582129379263767,0.0009550289738366417
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,8,hbn,,4,0.4827531212313649,0.9768506225430554,0.00046497499218416783
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,16,hbn,,6,0.35264930588277205,0.9610244162095669,0.0007737865758291406
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,32,hbn,,10,0.28592995791015385,0.9392377030366028,0.0010612389750418998
hmmt__model=qwen2_5_3b,hmmt,qwen2_5_3b,30,64,hbn,,16,0.2228152798475245,0.9004414763142514,0.0013287143410103596
hmmt__model=qwen2_5_7b,hmmt,qwen2_5_7b,30,8,hbn,,4,0.4827531212313649,0.8731730353245921,0.000678532374205869
