profile,model,reference_budget,budget,n_tasks,hbn_variance_ratio,continuous_equivalent_budget,uniform_over_hbn_variance_ratio,replay_sha256,protocol_version,target_fingerprint
aime24__model=qwen2_5_7b,qwen2_5_7b,32,45,30,0.6971580909791075,45.90063633208121,1.0200141407129157,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,32077fbd14c2b87c04ef9645da86848598c652081348f2f5e5867a877c845c80
aime24__model=qwen2_5_7b,qwen2_5_7b,64,99,30,0.6456595320454765,99.1234494707223,1.0012469643507305,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,77a410ab86049c5451fb6c627a27244fa26f5aee43c0d3af2c48aef4c0d9f913
aime24__model=qwen3_5_27b,qwen3_5_27b,8,8,30,0.9103198426793468,8.78811998259159,1.0985149978239488,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,d20f582a8dbbf65bcb5994c580b70a69639ed668babaf62950ad5b1a83d68047
aime24__model=qwen3_5_27b,qwen3_5_27b,16,18,30,0.8422300052523055,18.997185923347512,1.0553992179637508,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,3e91068c83633ca249f7184006211f4871bf37883aae209d58cfc1529ae83629
aime24__model=qwen3_5_27b,qwen3_5_27b,32,40,30,0.7825891313654438,40.8899110880407,1.0222477772010174,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,f7ed26c56d3b91353d881ab203461eeec58b799c64e6d3952c817dd2d8ce8b0d
aime24__model=qwen3_5_27b,qwen3_5_27b,64,87,30,0.732949401138567,87.31844231072718,1.00366025644514,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,6bd2959bfeef5f301cb8c1c6a013007b26331f3d1a1b9f0a15d4a8c2bf57f223
aime24__model=qwen3_5_4b,qwen3_5_4b,8,8,30,0.9367984647138105,8.539723645302919,1.0674654556628649,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0460ce5a5ef0dc0b09e7c2858b73255cc6d0beea64de41bad04657d5ef36d0db
aime24__model=qwen3_5_4b,qwen3_5_4b,16,17,30,0.8907362827341168,17.96266786268992,1.056627521334701,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,c0ecdf67450f246b40217a1d7edb6fec67de1fb883a54fdadd3383eac2248e74
aime24__model=qwen3_5_4b,qwen3_5_4b,32,37,30,0.8423145564495849,37.990557986890614,1.02677183748353,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,829e76c819b924e1804f5c9dd84841f0058094cea0aa0fb2cba3b3eeee4e8a27
aime24__model=qwen3_5_4b,qwen3_5_4b,64,79,30,0.8012646520536888,79.87373439719849,1.0110599290784619,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,81c996ade4f8d05ccce4fdb52800ff5c9230e779a3cc449c67e2a4f480d08591
aime24__model=qwen3_5_9b,qwen3_5_9b,8,8,30,0.9551166989057858,8.375939829305752,1.046992478663219,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,c5b615e622bd394959f89a272c8b8fbf2979afb9cc272f12ff309e2bd06c5a5e
aime24__model=qwen3_5_9b,qwen3_5_9b,16,17,30,0.9166649205657749,17.45457870267866,1.02673992368698,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,3866728e51505fbbcee411434eadf8317f327f51767385e4d04b4bb86323e7c1
aime24__model=qwen3_5_9b,qwen3_5_9b,32,36,30,0.874573123302508,36.58927898351554,1.0163688606532093,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,c5e3fbd44607a4f6d9e548ec68697e0f509982414916458030d2a8e4d8b78875
aime24__model=qwen3_5_9b,qwen3_5_9b,64,76,30,0.8372024517234677,76.44506996873861,1.0058561837991924,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,c4ff1c5b79ec8d95ff1c94a7e56edb1a268c4808a083358c2998ffada4d7f8f4
aime25__model=qwen2_5_32b,qwen2_5_32b,8,8,30,0.8925826576122573,8.962755361392247,1.120344420174031,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,9817702c5ec0026378929944b06ab774d93c9cce76865deaf1bbf446269750aa
aime25__model=qwen2_5_32b,qwen2_5_32b,16,19,30,0.830384411828073,19.268184436141272,1.0141149703232248,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,2df32e568aa527056c5f7ac7c0e80681a9b75abc4aefc121c9a44f89f2a2d016
aime25__model=qwen2_5_32b,qwen2_5_32b,32,41,30,0.7732449719983256,41.3840388994722,1.0093668024261513,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a940b4501c4e01734de5ccc7968efc8a96ab1845b74043d2215bb04d4793bcf8
aime25__model=qwen2_5_32b,qwen2_5_32b,64,89,30,0.7169282912021446,89.26973699515312,1.0030307527545295,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,da359ad1f385a44b1f0f7a729f1a23793c7ef46bde6af92a9f4dd7ae3120ae98
aime25__model=qwen2_5_3b,qwen2_5_3b,8,8,30,0.910841024093103,8.78309143789978,1.0978864297374724,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,d2d54b399bf84a9045c76650fc9fc47225ef004d1d8e0e468943ba641a3b7457
aime25__model=qwen2_5_3b,qwen2_5_3b,16,18,30,0.8776288459642586,18.23094132966956,1.012830073870531,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0b19db34aebf18a293838997a95a975ced506499ce54b71e98703906635aef3a
aime25__model=qwen2_5_3b,qwen2_5_3b,32,39,30,0.8190052440738175,39.07178889457247,1.0018407408864736,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,21942b559290b8f7250dd7fef3937a0665ce09c14f587b17ef8d34882620939c
aime25__model=qwen2_5_3b,qwen2_5_3b,64,85,30,0.7528112436264394,85.014670731669,1.0001725968431647,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a812cf9cc753d28712b952fbe5f44bd11779698e4f1c3cd840b5201cc2107b63
aime25__model=qwen2_5_7b,qwen2_5_7b,8,9,30,0.8823431683706834,9.066767088787726,1.0074185654208585,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b68b3feba4b60de8305fa5aa9a79b0554c15a789543abd851e6fcf5ad79f5a89
aime25__model=qwen2_5_7b,qwen2_5_7b,16,19,30,0.8197873444573549,19.51725664976073,1.027224034197933,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,67af88a96b6e5bc6fe43caff2b48698dfdb3e6550008fa08455ec4c11254ff15
aime25__model=qwen2_5_7b,qwen2_5_7b,32,42,30,0.7517877897199128,42.56520315649443,1.013457218011772,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,483dde9da6362baf8b9d0053b669509a1cf90148a33e9450458df266ab9b09bc
aime25__model=qwen2_5_7b,qwen2_5_7b,64,93,30,0.6859034595997024,93.30759176714287,1.003307438356375,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,1aee54f7ae8c04de91ea753432d852b6ff2206716cce940f197bd802aaf7990c
aime25__model=qwen3_5_27b,qwen3_5_27b,8,8,30,0.9310235719496136,8.592693290512042,1.0740866613140052,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b7b17ee98f0fd0b7f77c494bfcd973081f0c957b9245dac411ccf8fcc8fe727a
aime25__model=qwen3_5_27b,qwen3_5_27b,16,18,30,0.8851271222367554,18.076499519715647,1.0042499733175358,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,4f2a1d960ebff64e4c62da88d061b9c3162863204d656003e6d165a58d7ac68a
aime25__model=qwen3_5_27b,qwen3_5_27b,32,38,30,0.8311678041239632,38.50004757309802,1.0131591466604741,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,77ca5ee6b8b474c8c32aa33153e0225f05f0d7d4de3734deb0100ce8644eb13a
aime25__model=qwen3_5_27b,qwen3_5_27b,64,82,30,0.7778205655507553,82.28118776299415,1.0034291190609044,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,bf7e6fb8be702c2d0de3ba478c9de64bee78725146434664eeea8766956f37b1
aime25__model=qwen3_5_4b,qwen3_5_4b,8,8,30,0.9389070161790739,8.520545551524766,1.0650681939405957,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,da37e2ed454c8dc8d7fb995f6f67f15ac4af460ad8b66108aab41b17f1a1f38b
aime25__model=qwen3_5_4b,qwen3_5_4b,16,18,30,0.8883666999386246,18.010580541915186,1.000587807884177,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,2c41e2a8a29e24cb019c83e2a46310d95dd143847756c3244fcf95090def1528
aime25__model=qwen3_5_4b,qwen3_5_4b,32,38,30,0.821133581850193,38.97051674332576,1.0255399142980464,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,15537eba24a796365478243b5b9637578a49d0d4a26247991b882baef1affb22
aime25__model=qwen3_5_4b,qwen3_5_4b,64,84,30,0.758343892551551,84.39442926699563,1.0046955865118528,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,d9089528d160c94d776bd0207b3e8d79339f6f81a34229b856ad3cc44db8641e
aime25__model=qwen3_5_9b,qwen3_5_9b,8,8,30,0.9303573466322785,8.598846485125872,1.074855810640734,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,fedc8b8bed142dd3cfdfbbe3b47a5745d81c6a89ee0727dfabf575e044992640
aime25__model=qwen3_5_9b,qwen3_5_9b,16,18,30,0.8747677101515341,18.29056995854174,1.0161427754745413,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0f1ee04fca27737a10a1bb192915855288982d3f2f82bfecf37f646e493c245a
aime25__model=qwen3_5_9b,qwen3_5_9b,32,39,30,0.8071926146317085,39.64357381366824,1.0165018926581602,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,c822cf35d44eb8b907611627a37ba4e0911b7feb53f3d0ac0ac83f99b65df642
aime25__model=qwen3_5_9b,qwen3_5_9b,64,85,30,0.7466324936644984,85.71820881500317,1.0084495154706254,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,d27a972b5613811e47e190d51f34e8e5177de72adb3bc10eb844434602d98e8f
aime26__model=qwen2_5_32b,qwen2_5_32b,8,9,30,0.8829099824049196,9.060946369876975,1.0067718188752195,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,d78088f5cdfe6b24d47c4a314f6e03767fec9f698cd64d63b24a224f31ecb2f7
aime26__model=qwen2_5_32b,qwen2_5_32b,16,19,30,0.8084182594765803,19.791735048586588,1.0416702657150836,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,e1d3bec31c2c8b2be41eb89bf5ff17355438127be048a114262d407e5158a5aa
aime26__model=qwen2_5_32b,qwen2_5_32b,32,42,30,0.7467418064116721,42.85283042310167,1.0203054862643255,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a068676226e7558c6b9613b7053b8823e14a89661562fd461700558176218751
aime26__model=qwen2_5_32b,qwen2_5_32b,64,91,30,0.6976616037151462,91.7350183229104,1.008077124427587,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,40f322e59fbbf98ad19723357f855e382001417136cef01c460c52354213fce3
aime26__model=qwen2_5_3b,qwen2_5_3b,8,9,30,0.8340652858869946,9.591575306353057,1.0657305895947842,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,be880cdc6c15a6244056ded19ddb7ac2ba85b12300d9706ce9a50fe6a61479c6
aime26__model=qwen2_5_3b,qwen2_5_3b,16,20,30,0.7637621555490394,20.948930087401635,1.0474465043700818,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,c9924511be08b02d0205913d0649505d00be9b51542e707c2df5e54f94bfaf54
aime26__model=qwen2_5_3b,qwen2_5_3b,32,46,30,0.6901326483719465,46.36789764328556,1.0079977748540339,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,84dbc4315e31fa94eef6867275b44ab7a82645ba1e2eef5ff6569f0ec242f45e
aime26__model=qwen2_5_3b,qwen2_5_3b,64,101,30,0.6291615126130798,101.72268760399933,1.0071553228118746,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,10882317a16b8293426f8c0d4d32553a008efe0a899126de1487e20d56383b95
aime26__model=qwen2_5_7b,qwen2_5_7b,8,9,30,0.8209235463729875,9.745121863473985,1.082791318163776,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,fc7d899b2748ffde1187deade4eea0bac9dceab459500cca8ce19397411c79aa
aime26__model=qwen2_5_7b,qwen2_5_7b,16,21,30,0.7526721291565976,21.257595944104782,1.0122664735287992,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,f55bd5f66870a76bd6a36463d8679610d8615ed66b10d1549e0791500c5cca8d
aime26__model=qwen2_5_7b,qwen2_5_7b,32,45,30,0.6996257749768224,45.738737971825174,1.0164163993738926,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,7328dca1160d53e9a1e2940b9b5f39d5de062f328d46a3270cdf606321c58441
aime26__model=qwen2_5_7b,qwen2_5_7b,64,99,30,0.6434046843050607,99.47083314932063,1.004755890397178,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,77b505959b310673522e2d6ee25b128a8735ef8e8315dea435af1d835a3fbb3e
aime26__model=qwen3_5_27b,qwen3_5_27b,8,8,30,0.9487319789056105,8.432307730607151,1.054038466325894,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,333f01486e6f0e365bf99281225cb674dbeb1beae7114a7f6dd663ebd401ca41
aime26__model=qwen3_5_27b,qwen3_5_27b,16,17,30,0.9084299098465703,17.612806256789064,1.036047426869945,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,9072203e35849c301ed52e85c44f3c9f97d4bb58544c9d99af1d1e44fc9de48e
aime26__model=qwen3_5_27b,qwen3_5_27b,32,37,30,0.8550256087942629,37.425779615099074,1.0115075571648398,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,f8d7415b76c14785a6e0b49f13b7121cf6a0c72aed98cb64abe35d26dbd11f9a
aime26__model=qwen3_5_27b,qwen3_5_27b,64,80,30,0.796357114293474,80.36595498588675,1.0045744373235843,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b6ad64ac199eb650b98c58edbf43f1488d008b643e933928f7344c87a5d79200
aime26__model=qwen3_5_4b,qwen3_5_4b,8,8,30,0.9354516666492625,8.552018543785987,1.0690023179732484,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,8b4cb7b0bea8f38dbaec3963a36c1817eae6364e25244575affb81e534ff462b
aime26__model=qwen3_5_4b,qwen3_5_4b,16,18,30,0.8868301669194159,18.041785898622777,1.0023214388123765,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,076156dd0e56d7218519f26fd921d4214fc586fba7718b55f4ceb21a44c0db84
aime26__model=qwen3_5_4b,qwen3_5_4b,32,38,30,0.8361092090961695,38.272512312825576,1.0071713766533046,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,2c521292e903ad84c116dc4e98d62e2d9225902f7c0b4344b6b08b708bc6e2f0
aime26__model=qwen3_5_4b,qwen3_5_4b,64,80,30,0.7928704903745576,80.71936183394334,1.0089920229242917,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,8d0ae32fe37058ed514b8a45fc339878f5e1958b863a020cdb48d1fdafaf816e
aime26__model=qwen3_5_9b,qwen3_5_9b,8,8,30,0.9364293636802277,8.543089644860649,1.067886205607581,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a5ce452b01b021d194dcb34ee796b0b11f41393c83f03d0688bc1b2e42a80216
aime26__model=qwen3_5_9b,qwen3_5_9b,16,17,30,0.890776604877941,17.96185475952459,1.0565796917367407,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,ef09c1cc775812b6201ed3d1bf6c5c58e6dd43ed66e3ed545fb70410f2603ca0
aime26__model=qwen3_5_9b,qwen3_5_9b,32,37,30,0.8454204561402963,37.850988543728405,1.022999690371038,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0cb3daa13c9ffe59e7d8008e7e7b6b08f8e664e8128208c20bd95ddba8280d8c
aime26__model=qwen3_5_9b,qwen3_5_9b,64,79,30,0.8063566577512276,79.36934529502564,1.0046752568990587,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b29a08d7d529dc2010bc06431a1427a12e9d8b0594063ab8afcfa85f106bf7b0
gpqa_diamond__domain_biology__model=qwen2_5_32b,qwen2_5_32b,8,9,19,0.8398093043504802,9.525972096948017,1.0584413441053353,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,41246bf9ab156aa6ff6790fb6a7f1767224a3e77e0823552c845310e51146096
gpqa_diamond__domain_biology__model=qwen2_5_32b,qwen2_5_32b,16,21,19,0.7460322787535394,21.44679319604318,1.0212758664782469,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,d8913e2c3bfe3489e13e473befcc40439317a20dc1214393f12ed7dace6c239c
gpqa_diamond__domain_biology__model=qwen2_5_32b,qwen2_5_32b,32,49,19,0.6423732806569885,49.815272464745014,1.0166382135662249,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,86c3b2cd45fe227afcd628e778e16c1a1c1b43e6724ee1f09ec04eb65423d2cd
gpqa_diamond__domain_biology__model=qwen2_5_32b,qwen2_5_32b,64,115,19,0.5542488784092248,115.47159136106751,1.0041007944440654,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,7759b81f35d9d8a5e2c6ca2f4e41a5f086564601721f54b3e80b767daf261e01
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,8,9,19,0.865137048392141,9.247089827985077,1.027454425331675,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,19743c9a6192cee73a1af9460cfd37543e1a008a42e243edd815e0ac1a4286f8
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,16,20,19,0.7846103404494762,20.392287961479262,1.0196143980739631,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,174b4d6185ff113ee142b94e0139a166db236f638b5f6444048580fafdc911ea
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,32,48,19,0.6621463182417257,48.32768697555146,1.0068268119906554,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,39ecc13c9e53c65c56223d262ab0c10b0d7a52e8e86f71d65c76cbe14b09f31a
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,64,120,19,0.5327755332718748,120.12563641382695,1.0010469701152247,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,41b8f84f59030721fcd0741f29048caa3c884991bb2359d26eb5e688afa4106d
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,8,8,19,0.9271017422114822,8.629042138263085,1.0786302672828856,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,8c0a3050d49692ec9220f0f9217ab46d72244501e53cd4770e9ab5096faed9b0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,16,18,19,0.8700438484153735,18.389877739083023,1.0216598743935013,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,2def71363491ca86f80f7911ad92d6ba2f2ae451d492819c509a4feec8b4a94a
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,32,40,19,0.7996554997710467,40.0172324321687,1.0004308108042175,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0379e80e80bb2a17c78276d26fb0305480c41db460d71bb22646cb1f1af26513
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,64,87,19,0.7304242881133061,87.62030650064047,1.0071299597774765,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,9944d31fac5eac0528001053973f30cc28ab8b79d955e6777d06cfb87d2d903a
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,8,8,19,0.9359173331877904,8.547763479015313,1.068470434876914,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,ea0dc32fd24577123aac9462ee2a6892ad1fab4e4562f3a962c378bf930e023c
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,16,17,19,0.8891167483724316,17.995387027956365,1.0585521781150804,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,cd409c02f09c748be72cbf5c34fd39677228660dc90a9521a7b57db917993d69
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,32,38,19,0.8378161990460551,38.19453483524845,1.005119337769696,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,6ea3ae3fea71f614a7099d898d2fafb39c53f896f9d00612b6a3ca2dd5a237ee
